Difficulty,Difficulty Score,Time (ms),Recursive Solver Time (ms)
Beginner,3800,0.3115,0.0223
Beginner,4400,2.1905,1.6099
Beginner,4000,0.7439,0.0362
Beginner,4100,0.4188,0.0536
Beginner,3900,0.4845,0.0219
Beginner,4150,0.5658,0.0817
Beginner,4300,0.8601,0.0198
Beginner,4300,1.1026,0.0828
Beginner,4000,0.5308,0.0741
Beginner,3700,0.4727,0.0158
Beginner,4000,1.0714,0.0398
Beginner,4200,0.5001,0.0341
Beginner,4400,0.7553,0.2208
Beginner,3800,0.3387,0.0192
Beginner,3900,0.5072,0.053
Beginner,4300,0.6316,0.031
Beginner,4300,0.5834,0.0749
Beginner,3800,0.3506,0.0279
Beginner,4000,0.4762,0.0217
Beginner,4400,0.7302,0.0796
Beginner,4000,0.3885,0.0285
Beginner,4400,1.3646,0.0827
Beginner,4300,0.65,0.0342
Beginner,3700,0.5203,0.0193
Beginner,4300,0.5112,0.052
Beginner,3700,0.3408,0.0155
Beginner,4100,0.8391,0.241
Beginner,4300,4.3664,0.0308
Beginner,3700,0.5156,0.0291
Beginner,4100,0.5203,0.0215
Beginner,4000,0.685,0.0346
Beginner,3800,0.4136,0.0965
Beginner,4200,0.8012,0.2677
Beginner,4000,0.5624,0.0332
Beginner,4300,0.9297,0.0481
Beginner,4000,0.5785,0.036
Beginner,4000,0.7584,0.1739
Beginner,3800,0.3627,0.0451
Beginner,4100,0.8872,0.0558
Beginner,4300,0.6733,0.1002
Beginner,4300,0.6536,0.0688
Beginner,4000,0.5316,0.0323
Beginner,3700,0.6582,0.0582
Beginner,3900,0.3907,0.0485
Beginner,4200,0.5462,0.0416
Beginner,4000,0.6613,0.0378
Beginner,4200,0.7517,0.0188
Beginner,3800,0.3512,0.0354
Beginner,4100,0.6997,0.1499
Beginner,4400,0.518,0.0999
Beginner,3700,0.4509,0.0163
Beginner,4400,0.9725,0.0597
Beginner,4200,0.4788,0.0578
Beginner,3700,0.3812,0.029
Beginner,3900,0.7327,0.0218
Beginner,4000,0.3921,0.0578
Beginner,4100,0.5947,0.0441
Beginner,3800,0.9883,0.0327
Beginner,4400,0.6612,0.0803
Beginner,4000,0.5079,0.1514
Beginner,4000,0.696,0.0398
Beginner,3900,0.9226,0.0271
Beginner,3800,0.4892,0.1236
Beginner,4300,0.5583,0.1102
Beginner,4300,0.7863,0.1032
Beginner,3900,4.5373,0.0189
Beginner,3800,0.3386,0.0197
Beginner,4200,0.5456,0.0392
Beginner,3900,0.3785,0.0394
Beginner,3800,0.3993,0.037
Beginner,4200,0.5873,0.0282
Beginner,4200,0.85,0.0585
Beginner,3900,0.4079,0.0316
Beginner,4200,0.5449,0.045
Beginner,4400,0.7798,0.0413
Beginner,3900,0.7716,0.0506
Beginner,4100,0.7274,0.0317
Beginner,3700,0.8354,0.0413
Beginner,4000,0.484,0.0425
Beginner,4400,0.8056,0.0555
Beginner,4200,0.848,0.0357
Beginner,3900,0.4717,0.0315
Beginner,4300,0.5135,0.112
Beginner,3800,0.3539,0.0507
Beginner,3900,0.3524,0.0252
Beginner,4200,1.755,0.0728
Beginner,4100,1.1639,0.0727
Beginner,4100,0.6769,0.3286
Beginner,3700,0.8899,0.0307
Beginner,4100,0.4677,0.14
Beginner,3800,0.3744,0.0477
Beginner,4300,1.0007,0.069
Beginner,4100,1.5575,0.1001
Beginner,4100,0.6515,0.058
Beginner,3700,0.7338,0.0702
Beginner,4400,1.9767,0.1586
Beginner,4000,0.5998,0.031
Beginner,4400,0.4864,0.0189
Beginner,4200,0.4064,0.0353
Beginner,4300,0.5335,0.0265
Beginner,4300,1.2928,0.0751
Beginner,3900,0.4794,0.045
Beginner,3700,0.7088,0.0314
Beginner,4000,0.5423,0.0412
Beginner,4100,4.1803,0.0615
Beginner,3900,0.5241,0.0603
Beginner,4200,1.0863,0.3912
Beginner,4200,0.6807,0.0315
Beginner,4000,0.4944,0.0183
Beginner,3700,0.2889,0.016
Beginner,3800,0.491,0.0268
Beginner,4100,0.7083,0.023
Beginner,3900,0.4181,0.1184
Beginner,4300,0.8166,0.2819
Beginner,3900,0.468,0.0251
Beginner,4000,1.1775,0.0824
Beginner,4100,0.7422,0.0976
Beginner,4100,0.5987,0.1244
Beginner,3700,0.2845,0.0176
Beginner,4000,0.6909,0.0493
Beginner,3800,0.6461,0.024
Beginner,4100,0.9988,0.0691
Beginner,4000,1.0521,0.0854
Beginner,3700,0.4282,0.017
Beginner,4200,1.0361,0.0505
Beginner,4200,0.5281,0.1248
Beginner,4300,1.0716,0.1786
Beginner,4100,0.7837,0.0299
Beginner,3800,0.4525,0.0812
Beginner,3700,0.617,0.0651
Beginner,3900,1.0642,0.0916
Beginner,4000,1.0831,0.0623
Beginner,4200,0.5613,0.0929
Beginner,4300,0.7013,0.1376
Beginner,4300,0.464,0.0702
Beginner,4400,0.9256,0.139
Beginner,4400,0.8729,0.0956
Beginner,3800,0.3906,0.1136
Beginner,3700,0.3888,0.0146
Beginner,4200,0.7352,0.057
Beginner,4100,0.5099,0.055
Beginner,3800,0.5522,0.0221
Beginner,4400,2.5399,0.2604
Beginner,4100,0.4755,0.0518
Beginner,3800,0.6012,0.0606
Beginner,4400,0.7272,0.0433
Beginner,3900,0.4601,0.0183
Beginner,3800,0.4812,0.0568
Beginner,3800,0.5615,0.0326
Beginner,4200,0.5981,0.0485
Beginner,4400,1.1302,0.1816
Beginner,4400,0.5461,0.0238
Beginner,3900,0.5288,0.0248
Beginner,4000,0.966,0.0298
Beginner,4000,0.5738,0.028
Beginner,4000,0.4314,0.0438
Beginner,4000,0.995,0.0387
Beginner,3900,0.4021,0.0601
Beginner,4400,0.7095,0.0773
Beginner,4000,0.3471,0.03
Beginner,3700,0.3288,0.0328
Beginner,3900,0.4695,0.0233
Beginner,4300,1.0042,0.1595
Beginner,3800,0.3424,0.0291
Beginner,3800,0.7141,0.0822
Beginner,3900,0.5027,0.0393
Beginner,3800,0.5592,0.052
Beginner,4100,0.7782,0.0317
Beginner,3800,0.3438,0.0406
Beginner,3700,0.5416,0.0509
Beginner,4300,0.8224,0.1202
Beginner,3700,0.4563,0.175
Beginner,4400,0.5795,0.1522
Beginner,4000,0.7608,0.1067
Beginner,3700,0.305,0.0192
Beginner,4100,0.5801,0.0537
Beginner,4100,0.4506,0.1075
Beginner,4100,0.4687,0.0904
Beginner,3800,0.3605,0.0261
Beginner,4000,0.4077,0.023
Beginner,4400,0.8302,0.1977
Beginner,4400,0.9093,0.0693
Beginner,4300,1.4775,0.1551
Beginner,4000,0.6311,0.0837
Beginner,3700,0.8224,0.0758
Beginner,3800,0.404,0.0214
Beginner,4100,0.9032,0.299
Beginner,4300,4.8192,0.083
Beginner,4200,0.4583,0.0339
Beginner,4300,0.5468,0.163
Beginner,4300,0.7181,0.0966
Beginner,4300,0.779,0.1072
Beginner,4100,0.3605,0.0242
Beginner,3900,0.7742,0.023
Beginner,4100,0.5257,0.0553
Beginner,4300,0.7781,0.0425
Beginner,3700,0.3182,0.0221
Beginner,4100,0.4428,0.0383
Beginner,4300,0.9905,0.425
Beginner,4400,0.6674,0.0939
Beginner,3900,0.4599,0.0979
Beginner,3900,0.5393,0.0217
Beginner,4400,0.4631,0.0779
Beginner,4000,1.0508,0.0747
Beginner,3900,0.8128,0.0679
Beginner,3700,0.5858,0.0308
Beginner,4200,0.4582,0.0986
Beginner,4300,1.055,0.0273
Beginner,3800,0.4717,0.021
Beginner,3700,0.4529,0.0313
Beginner,3700,0.63,0.0667
Beginner,4100,0.5751,0.0242
Beginner,3800,0.3807,0.0558
Beginner,4100,0.5116,0.0282
Beginner,4000,0.4751,0.0924
Beginner,3900,0.4412,0.1234
Beginner,3900,0.4832,0.0571
Easy,5300,13.9311,10.6493
Easy,4700,2.2377,0.1466
Easy,4400,1.0902,0.0506
Easy,4400,1.176,0.0794
Easy,5000,2.7626,0.5282
Easy,4400,1.931,0.2582
Easy,4500,1.0836,0.1659
Easy,4800,13.1727,11.4258
Easy,5300,16.1524,11.2396
Easy,5300,5.9358,0.8978
Easy,4700,1.1294,0.1901
Easy,4400,0.6028,0.0795
Easy,4600,0.8816,0.0439
Easy,4600,0.6657,0.1239
Easy,5200,4.0482,2.0928
Easy,4500,1.6801,0.2616
Easy,4800,1.4282,0.0869
Easy,4400,0.765,0.2958
Easy,4700,0.9163,0.197
Easy,5000,1.2713,0.0512
Easy,4900,4.1648,2.3561
Easy,4500,0.6624,0.0629
Easy,4500,0.7853,0.0917
Easy,5100,8.0482,1.042
Easy,4700,1.139,0.3647
Easy,4900,2.51,1.0762
Easy,4400,0.8654,0.2177
Easy,4400,1.0244,0.0989
Easy,4700,1.3067,0.1273
Easy,4400,0.7557,0.0683
Easy,5300,7.5387,1.2027
Easy,5200,10.3893,6.5832
Easy,5400,7.6473,2.1084
Easy,5300,45.0953,27.4411
Easy,4500,0.8646,0.3356
Easy,4900,1.6606,0.1689
Easy,4700,2.2746,0.517
Easy,5000,1.4949,0.2894
Easy,5200,2.2396,0.3914
Easy,4900,1.7397,0.1645
Easy,4900,2.3056,0.3147
Easy,4600,0.8424,0.1797
Easy,4900,5.4322,2.9913
Easy,5200,4.2763,0.8922
Easy,5300,10.4355,6.2149
Easy,5300,12.8356,1.3865
Easy,4700,1.2182,0.0483
Easy,4500,0.6082,0.0982
Easy,4700,1.379,0.1469
Easy,4800,1.2444,0.0392
Easy,4800,1.1744,0.1514
Easy,4800,2.6606,0.4574
Easy,4500,0.6815,0.0632
Easy,4700,1.4952,0.3875
Easy,4900,1.0816,0.4986
Easy,4600,1.0628,0.056
Easy,4800,2.5873,1.3232
Easy,4500,2.6534,0.1948
Easy,4600,0.795,0.1355
Easy,4700,1.6187,0.4751
Easy,4700,1.2,0.6871
Easy,5300,4.5824,0.5106
Easy,5200,4.7526,0.9919
Easy,5400,13.1339,1.081
Easy,5000,7.8892,2.6392
Easy,4500,0.4981,0.0455
Easy,5100,2.8869,1.5633
Easy,5100,4.501,2.1594
Easy,4600,3.0852,2.4149
Easy,4400,0.839,0.1455
Easy,5100,4.1925,2.2066
Easy,5000,1.9539,0.687
Easy,4400,1.1191,0.2052
Easy,4600,0.947,0.2079
Easy,4500,0.8091,0.1088
Easy,5300,27.0271,14.1593
Easy,4400,0.9247,0.2607
Easy,4400,0.6682,0.0529
Easy,5400,5.1552,1.2756
Easy,4800,1.1022,0.3909
Easy,4600,1.1609,0.4205
Easy,4600,0.8973,0.0864
Easy,4700,0.9591,0.1959
Easy,5300,5.0461,1.008
Easy,4600,0.8522,0.2215
Easy,5400,29.0036,24.2918
Easy,5000,3.0408,1.7285
Easy,4900,5.0346,0.1828
Easy,4400,1.0118,0.1525
Easy,4400,1.8813,0.2902
Easy,5300,18.8234,14.1591
Easy,5300,10.9986,5.4292
Easy,4600,1.3705,0.1056
Easy,4900,2.4731,0.9916
Easy,4700,1.1925,0.4036
Easy,5300,73.0614,68.1516
Easy,4400,0.5526,0.0275
Easy,4500,0.9641,0.0934
Easy,4600,3.9098,0.2701
Easy,4600,1.2039,0.7806
Easy,5100,3.6303,0.343
Easy,4800,1.1518,0.479
Easy,4700,0.9067,0.2318
Easy,4600,0.8985,0.0818
Easy,4400,0.4917,0.0976
Easy,5200,1.3186,0.6385
Easy,4400,0.6654,0.0254
Easy,4900,0.7421,0.2366
Easy,4900,3.9063,2.4913
Easy,5400,4.4877,1.1508
Easy,5300,6.6307,4.0859
Easy,5000,3.3548,0.6827
Easy,5100,2.4263,1.0483
Easy,4700,5.619,0.0415
Easy,4900,1.2396,0.263
Easy,4400,0.4502,0.0374
Easy,4700,0.6936,0.1661
Easy,4600,0.8017,0.3358
Easy,4500,1.2927,0.2158
Easy,4600,0.8999,0.1505
Easy,5000,3.6422,1.6416
Easy,5400,6.0796,1.9378
Easy,4600,1.4612,0.1344
Easy,5400,22.3897,12.7648
Easy,5400,22.4381,2.7689
Easy,5200,6.0901,4.0277
Easy,4700,2.2453,0.7234
Easy,4900,1.8132,0.6284
Easy,4500,0.4666,0.0735
Easy,5000,2.7497,0.1157
Easy,4500,0.8078,0.2463
Easy,5300,5.6114,2.1835
Easy,4600,1.3341,0.3351
Easy,4900,2.3348,1.0094
Easy,5100,4.22,0.6735
Easy,5300,13.1619,9.9423
Easy,5000,7.8039,1.9625
Easy,4400,1.9434,0.5773
Easy,4400,0.8395,0.1822
Easy,5100,2.3327,0.9736
Easy,5200,2.4227,0.3558
Easy,4700,0.818,0.0624
Easy,4500,0.5162,0.1217
Easy,5100,3.6588,0.7203
Easy,4500,1.2637,0.065
Easy,5000,1.8467,0.3486
Easy,4500,1.2554,0.1007
Easy,5200,1.8649,0.465
Easy,5000,1.6693,0.1504
Easy,5400,2.9035,0.5824
Easy,4900,1.057,0.2832
Easy,5400,6.0555,0.2034
Easy,5200,3.1734,0.585
Easy,5000,10.0182,7.4845
Easy,4600,1.1072,0.0413
Easy,4500,1.0311,0.2173
Easy,4500,1.013,0.1707
Easy,5000,2.8196,0.5656
Easy,4400,1.0163,0.1397
Easy,4900,2.8436,1.5781
Easy,4700,2.1189,0.7451
Easy,4700,1.3327,0.207
Easy,5400,24.7677,9.3188
Easy,4600,0.9969,0.3589
Easy,4400,0.9399,0.0487
Easy,4500,1.3488,0.2774
Easy,4700,1.3852,0.3524
Easy,4700,0.7571,0.2092
Easy,4500,0.5543,0.0581
Easy,5200,5.9303,4.473
Easy,5350,6.8351,4.2669
Easy,5200,2.7226,0.5756
Easy,5100,3.251,0.4235
Easy,5400,6.8379,0.9912
Easy,4400,0.8815,0.1627
Easy,4500,0.6611,0.0502
Easy,5400,9.4283,1.3401
Easy,5300,2.16,0.8926
Easy,5200,1.5569,0.5172
Easy,4500,0.543,0.1242
Easy,5300,10.9985,7.6176
Easy,4400,0.7422,0.0993
Easy,5300,13.8084,9.0407
Easy,5100,20.0048,10.0875
Easy,5400,8.6612,3.9394
Easy,5100,1.9244,1.285
Easy,4600,0.5994,0.0969
Easy,5000,1.6817,0.7524
Easy,5200,6.4351,2.2916
Easy,4700,0.9472,0.1413
Easy,5200,14.7251,11.4682
Easy,4600,1.2949,0.1906
Easy,4400,0.6756,0.035
Easy,5100,1.5372,0.1723
Easy,4800,2.4937,0.4266
Easy,5000,3.7298,1.4094
Easy,4400,0.973,0.0659
Easy,4400,0.7234,0.047
Easy,4800,2.0997,0.4252
Easy,5000,4.1389,1.9263
Easy,5350,30.6915,28.6713
Easy,5100,2.3538,0.2808
Easy,4800,4.9695,1.2835
Easy,4900,2.2855,0.5226
Easy,4500,1.1956,0.1266
Easy,5200,10.1004,2.8028
Easy,5000,1.4914,0.1131
Easy,4400,1.0299,0.2075
Easy,5000,6.8128,3.4743
Easy,4400,1.1389,0.0414
Easy,4500,1.6036,0.8282
Easy,4600,1.0198,0.1106
Easy,4400,0.5893,0.0505
Easy,4900,1.1708,0.5645
Easy,5300,6.6642,2.44
Easy,4500,1.0955,0.1313
Easy,4400,0.6851,0.0242
Easy,5400,6.1221,0.6021
Easy,4500,1.0077,0.2875
Easy,5200,3.8884,0.6172
Easy,4500,0.553,0.0757
Easy,4400,0.7142,0.1897
Easy,5200,8.5671,3.8577
Easy,5000,1.3325,0.0767
Easy,5000,1.741,0.1125
Easy,4700,0.8551,0.1305
Easy,5450,5.6358,2.0806
Easy,4800,17.0692,15.1492
Easy,4800,0.9032,0.2569
Easy,5000,18.3759,5.309
Easy,4900,4.8685,2.8595
Easy,5100,2.618,1.5291
Easy,4700,0.9311,0.0418
Easy,4600,0.5994,0.0286
Easy,4800,2.4643,1.3709
Easy,4900,2.4749,1.2828
Easy,4400,0.5492,0.13
Easy,5000,2.4932,1.0256
Easy,5400,33.4339,23.5496
Easy,5100,5.1549,0.1992
Easy,5100,1.5227,0.2327
Easy,4700,1.746,0.1303
Easy,4400,0.7877,0.0438
Easy,5300,34.3054,30.082
Easy,4600,1.5041,0.1418
Easy,5300,32.4797,28.798
Easy,5000,2.2905,0.6192
Easy,4400,0.7118,0.089
Easy,4500,0.7343,0.0732
Easy,5200,2.0904,0.2041
Easy,5000,2.9824,1.3678
Easy,4800,1.0509,0.4476
Easy,5100,5.0892,3.3614
Easy,4500,0.8413,0.1162
Easy,5000,5.0042,3.2422
Easy,4900,0.8784,0.0665
Easy,5200,5.4895,3.9756
Easy,4400,0.8769,0.2421
Easy,4500,1.2492,0.4939
Easy,5300,3.0908,0.6397
Easy,4800,1.8079,0.276
Easy,4400,0.8507,0.0845
Easy,5300,16.668,1.1955
Easy,4800,1.0676,0.1065
Easy,4900,1.756,0.1109
Easy,4800,2.8633,0.3552
Easy,4800,2.6096,0.6314
Easy,4900,2.2247,0.2083
Easy,4700,0.7582,0.1426
Easy,5100,2.0078,1.1533
Easy,4400,0.5842,0.1494
Easy,4700,0.8185,0.0996
Easy,4500,0.7343,0.2652
Easy,4500,1.6001,0.5676
Easy,5300,2.2328,0.3512
Easy,5400,19.3803,13.0897
Easy,5300,3.1982,0.7337
Easy,4600,0.8204,0.0755
Easy,4500,0.4945,0.0944
Easy,4400,0.8741,0.165
Easy,4400,0.5625,0.0229
Easy,4800,2.5326,1.3374
Easy,5300,12.3838,0.5777
Easy,5200,5.8785,0.5036
Easy,5100,2.337,0.4265
Easy,5300,13.2316,1.4594
Easy,5000,4.209,0.9272
Easy,5300,8.6309,1.1973
Easy,5100,4.6652,0.7204
Easy,4500,2.4311,0.4435
Easy,4900,4.3091,2.3147
Easy,4400,0.6443,0.176
Easy,4900,9.1541,1.0128
Easy,4700,2.3635,0.4017
Easy,4700,0.8233,0.2386
Easy,5200,5.0152,0.6628
Easy,4900,2.0098,0.895
Easy,4500,0.8422,0.2301
Easy,4400,0.7445,0.08
Easy,4900,1.921,0.4231
Easy,5300,3.2627,0.2394
Easy,4700,0.6831,0.0846
Easy,5400,2.7916,1.4733
Easy,5300,3.5227,0.632
Easy,5200,2.9386,0.6321
Easy,5100,3.9436,3.1493
Easy,4400,0.9245,0.2655
Easy,5400,27.3757,20.095
Easy,4400,0.712,0.0541
Easy,5200,5.4024,0.4718
Easy,5300,5.5927,1.9394
Easy,4600,1.7858,0.1216
Easy,5400,13.2949,4.6477
Easy,5100,4.201,1.8308
Easy,4400,0.8592,0.0594
Easy,5200,4.0525,0.3689
Easy,5450,2.4001,0.5298
Easy,4600,1.3434,0.6477
Easy,4600,0.7315,0.1011
Easy,5400,22.7446,8.4681
Easy,4500,1.2327,0.1065
Easy,4400,0.9759,0.2838
Easy,4900,2.4944,0.2789
Easy,4600,0.7857,0.1435
Easy,5300,17.1602,1.8281
Easy,5400,7.3305,2.1563
Easy,4500,1.4361,0.1671
Easy,5000,4.7362,1.5824
Easy,5300,9.3584,5.862
Easy,4500,2.794,1.8456
Easy,5200,5.0515,0.7648
Easy,5000,1.4255,0.1292
Easy,4900,1.3653,0.2433
Easy,5300,4.2344,3.3346
Easy,5300,6.9235,1.1011
Easy,5300,9.426,0.9448
Easy,4400,0.6918,0.039
Easy,4900,2.0771,1.1728
Easy,4800,1.4108,0.2181
Easy,4600,3.1494,2.5405
Easy,5100,4.2449,1.3186
Easy,5000,3.3811,0.2404
Easy,4900,3.8521,2.5537
Easy,4700,1.2372,0.3577
Easy,5100,4.8099,3.0945
Easy,4500,1.2068,0.75
Easy,5300,13.6937,2.4147
Easy,4700,2.8723,0.8625
Easy,5100,11.4408,5.8161
Easy,4700,0.6774,0.1721
Easy,4400,0.6866,0.0944
Easy,4500,0.833,0.1812
Easy,5450,5.863,3.992
Easy,5400,18.7053,14.117
Easy,5400,13.3716,5.7189
Easy,5400,59.0747,40.5292
Easy,5200,10.893,1.1035
Easy,4600,2.9876,1.4865
Easy,4700,1.005,0.1722
Easy,5400,1.8528,0.1548
Easy,4700,1.3514,0.301
Easy,4500,0.5593,0.106
Easy,5300,7.6549,2.4381
Easy,4600,1.403,0.1
Easy,4500,1.245,0.2049
Easy,5400,18.4784,2.7217
Easy,5400,45.5371,35.9008
Easy,4900,1.7189,0.9898
Easy,5200,7.6819,3.703
Easy,5000,4.1639,2.7014
Easy,5300,13.2528,9.4473
Easy,5300,7.5881,0.6001
Easy,4700,1.4322,0.7472
Easy,5400,16.4112,11.0649
Easy,5300,7.4656,1.1022
Easy,5100,3.2912,1.6008
Easy,4600,1.5177,0.456
Easy,4700,1.5405,0.3767
Easy,4900,1.1399,0.5396
Easy,4800,5.7915,0.1676
Easy,4700,4.8118,3.4291
Easy,5100,4.4476,0.2133
Easy,4800,1.5806,0.0574
Easy,5000,5.5884,1.459
Easy,4400,0.4659,0.0829
Easy,5300,3.2607,2.3962
Easy,4900,2.6741,0.3033
Easy,4900,1.8649,0.1424
Easy,5300,10.3375,0.2169
Easy,4600,2.1458,0.2186
Easy,5300,27.384,21.0925
Easy,4700,0.7246,0.1054
Easy,5300,9.6881,4.4224
Easy,4400,0.9314,0.0671
Easy,5000,2.1418,0.8806
Easy,4900,1.2619,0.0961
Easy,5100,2.6776,1.6284
Easy,4650,1.1396,0.0895
Easy,4400,0.5183,0.1279
Easy,4500,3.9493,0.138
Easy,4500,0.4813,0.076
Easy,4900,2.1308,0.9474
Easy,5000,1.1996,0.1588
Easy,5200,3.4181,0.1605
Easy,5300,10.714,2.8173
Easy,5300,2.0627,0.2241
Easy,5300,20.8311,18.7611
Easy,5100,1.1578,0.1041
Easy,5100,1.7044,0.1594
Easy,5300,4.8865,1.5356
Easy,4700,1.1075,0.2781
Easy,5200,4.5992,0.3557
Easy,4400,0.5868,0.0307
Easy,5200,21.4335,18.0931
Easy,4700,0.9271,0.2623
Easy,5200,3.7158,0.1114
Easy,4800,1.158,0.2298
Easy,5400,102.8405,93.7777
Easy,4900,1.0477,0.2609
Easy,4600,0.8607,0.026
Easy,4500,0.7085,0.0475
Easy,4400,1.2402,0.4893
Easy,4400,0.6598,0.0388
Easy,5100,0.9258,0.31
Easy,5100,6.15,2.5246
Easy,5400,3.0792,0.8724
Easy,4700,1.6489,0.6628
Easy,4900,0.8254,0.2934
Easy,4800,0.9688,0.2615
Easy,5200,8.0367,4.489
Easy,4500,2.5934,0.4613
Easy,5200,12.3009,6.2915
Easy,5100,4.6263,0.6662
Easy,4600,0.6767,0.0961
Easy,4800,2.3409,0.8246
Easy,4600,1.8614,0.2433
Easy,5000,4.1735,1.1241
Easy,5400,27.2773,20.9211
Easy,5300,14.1984,4.4718
Easy,4700,1.2847,0.3349
Easy,5400,307.1386,301.7049
Easy,4600,1.7581,0.2267
Easy,5000,2.382,0.265
Easy,4900,1.8612,0.1449
Easy,4400,0.4862,0.0749
Easy,4800,0.7866,0.0911
Easy,5000,2.4511,0.6284
Easy,4700,1.3827,0.7029
Easy,5200,2.9268,1.8573
Easy,4400,1.5894,0.4844
Easy,4700,2.2454,0.0634
Easy,4800,2.2777,0.8805
Easy,4700,0.9036,0.1406
Easy,4500,0.6936,0.1413
Easy,4600,1.1661,0.1397
Easy,4800,1.1821,0.0637
Easy,5300,6.572,0.4777
Easy,4600,0.7143,0.2704
Easy,4700,1.1841,0.0697
Easy,4900,3.1648,0.5411
Easy,4400,0.5721,0.1231
Easy,4900,1.8295,0.3152
Easy,4400,0.6309,0.0214
Easy,5400,2.6315,1.2687
Easy,4800,1.1734,0.3074
Easy,4500,2.5467,1.0586
Easy,4600,0.8668,0.0278
Easy,4800,1.4001,0.0452
Easy,4600,1.3492,0.158
Easy,4800,2.214,0.6547
Easy,5000,10.6245,3.6011
Easy,5400,18.9724,14.002
Easy,4700,2.1918,1.0866
Easy,4500,2.0831,0.1896
Easy,4500,1.1934,0.0953
Easy,4800,2.2955,1.536
Easy,4700,0.7899,0.1383
Easy,5300,3.4811,2.5522
Easy,5450,0.8118,0.1294
Easy,5000,2.8891,0.3891
Easy,4500,2.123,0.6399
Easy,4800,1.2587,0.0417
Easy,5300,16.5456,2.0142
Easy,4600,1.1136,0.1808
Easy,4400,0.8469,0.0855
Easy,4700,1.8097,0.1117
Easy,5300,8.8953,6.8769
Easy,4700,0.5897,0.1554
Easy,5400,11.528,1.5155
Easy,5200,4.8022,2.4395
Easy,5100,1.8827,0.6907
Easy,5400,9.2829,7.4216
Easy,5200,7.7719,6.1427
Easy,4400,0.5781,0.0704
Easy,5000,1.9675,0.5751
Easy,4900,1.5524,0.4117
Easy,5400,9.5829,4.5195
Easy,5000,3.035,0.4949
Easy,5000,2.3905,0.961
Easy,4600,1.063,0.1667
Easy,4500,1.0501,0.0985
Easy,4500,0.6781,0.1302
Easy,5200,4.5836,0.7002
Easy,4600,1.8747,0.737
Easy,4600,5.1321,0.1274
Easy,4500,1.1868,0.5206
Easy,5000,4.1282,2.0663
Easy,4600,0.7456,0.2318
Easy,4400,0.898,0.0366
Easy,5000,2.3092,1.2196
Easy,4500,1.8467,0.3782
Easy,5000,3.4724,0.6615
Easy,5200,4.882,0.5859
Easy,4700,1.4787,0.2395
Easy,5200,12.5011,10.8936
Easy,5300,6.4967,0.9537
Easy,4500,0.7435,0.1212
Easy,5000,3.8634,0.2935
Easy,4500,1.8578,0.2466
Easy,4900,1.1869,0.3966
Easy,5000,2.1257,0.4499
Easy,5000,3.2436,2.1657
Easy,5000,1.2263,0.1921
Easy,4800,2.658,0.7079
Easy,5300,10.027,5.0358
Easy,4500,0.577,0.1484
Easy,4900,3.2309,0.9038
Easy,5300,3.2987,1.1983
Easy,5300,3.7988,1.0813
Easy,4800,0.7983,0.1148
Easy,5000,1.4585,0.5669
Easy,4600,0.7915,0.0624
Easy,4600,1.9169,0.0399
Easy,5000,15.1468,13.2699
Easy,4500,1.2748,0.3691
Easy,5200,6.3488,0.816
Easy,5100,7.9425,1.0322
Easy,4800,1.1992,0.2475
Easy,4900,3.7978,1.9344
Easy,5200,3.6412,0.8576
Easy,4500,1.1777,0.1517
Easy,5300,10.845,5.1288
Easy,5400,12.2081,8.9741
Easy,5200,5.1858,1.2172
Easy,5200,2.0295,0.6128
Easy,4800,1.6433,0.7132
Easy,4600,1.1296,0.417
Easy,4800,1.5294,0.842
Easy,5400,30.9764,27.1859
Easy,4900,2.7675,0.4809
Easy,4900,3.3464,2.2065
Easy,4400,0.8024,0.1889
Easy,4600,0.7056,0.24
Easy,5400,20.3671,15.8081
Easy,4700,0.598,0.0781
Easy,4400,2.0211,0.6126
Easy,4500,0.8784,0.0675
Easy,4700,2.1742,0.4378
Easy,5000,2.5501,0.3439
Easy,4500,2.1406,0.064
Easy,4400,0.6619,0.077
Easy,4600,2.4226,0.3335
Easy,5400,2.2357,0.6756
Easy,4700,1.6673,0.096
Easy,4700,2.7094,1.1795
Easy,5300,8.8721,6.5898
Easy,4500,0.9526,0.0792
Easy,5400,23.3411,15.2348
Easy,4500,4.1411,0.0571
Easy,4600,0.8173,0.1358
Easy,4800,1.2426,0.1835
Easy,5300,12.7573,10.9318
Easy,5100,6.7091,5.6734
Easy,4600,1.5051,0.2747
Easy,5300,3.4217,1.4147
Easy,4400,1.2854,0.257
Easy,5300,39.8356,30.7902
Easy,5400,15.2065,2.6645
Easy,5400,1.9734,0.6978
Easy,5200,3.0329,0.6311
Easy,4600,1.2354,0.0571
Easy,4700,0.6122,0.0409
Easy,4700,1.1853,0.3759
Easy,5000,3.8038,1.8596
Easy,4400,0.8568,0.1381
Easy,4400,1.2953,0.0871
Easy,4400,0.7422,0.0743
Easy,4700,1.0738,0.3015
Easy,5300,7.9343,2.5904
Easy,4400,0.4987,0.0555
Easy,5400,23.5491,15.7635
Easy,4800,4.7122,1.761
Easy,5300,2.9657,0.4166
Easy,5200,15.0295,12.604
Easy,4700,1.0251,0.5709
Easy,4700,0.6102,0.1553
Easy,4900,5.0188,0.9268
Easy,5200,3.596,0.5418
Easy,4600,0.9684,0.055
Easy,4500,0.423,0.0395
Easy,4800,4.6863,1.9661
Easy,5200,1.9571,0.2508
