Difficulty,Difficulty Score,Time (ms),Recursive Solver Time (ms)
Beginner,4200,0.5554,0.0974
Beginner,3900,0.3458,0.0297
Beginner,3700,0.3085,0.0125
Beginner,4000,0.4748,0.1281
Beginner,4400,1.7307,1.1575
Beginner,4200,0.4078,0.0308
Beginner,4400,0.484,0.0377
Beginner,4400,0.7079,0.0474
Beginner,4200,0.618,0.0488
Beginner,3900,0.944,0.0888
Beginner,4300,0.8756,0.0787
Beginner,4400,0.9122,0.0243
Beginner,4300,0.8479,0.0978
Beginner,4300,1.3261,0.0473
Beginner,3800,0.5708,0.0515
Beginner,4400,3.7645,0.0725
Beginner,4400,1.167,0.4524
Beginner,4100,0.4347,0.0802
Beginner,4200,0.4151,0.0521
Beginner,4300,0.9267,0.1036
Beginner,4200,1.1108,0.0209
Beginner,4100,0.405,0.0384
Beginner,3700,0.3223,0.034
Beginner,3900,0.5891,0.0355
Beginner,3700,0.4488,0.0197
Beginner,4200,0.4033,0.0298
Beginner,4200,0.6077,0.0377
Beginner,4100,0.5573,0.1425
Beginner,3800,0.4474,0.0175
Beginner,3900,0.576,0.0311
Beginner,4200,0.759,0.0537
Beginner,4300,1.0597,0.0967
Beginner,4000,0.5307,0.0363
Beginner,4000,1.2322,0.036
Beginner,3800,0.332,0.0349
Beginner,3900,0.5104,0.0258
Beginner,4400,0.4105,0.0202
Beginner,4000,0.4293,0.0483
Beginner,4400,1.0878,0.0669
Beginner,4400,1.7122,1.1186
Beginner,4400,1.3859,0.4536
Beginner,3900,0.5125,0.0616
Beginner,3700,0.4518,0.0406
Beginner,3800,0.44,0.0672
Beginner,4300,0.6223,0.109
Beginner,4400,0.5994,0.0895
Beginner,4100,1.1053,0.1489
Beginner,3900,0.3508,0.0161
Beginner,3700,0.5528,0.0419
Beginner,4100,0.6944,0.0944
Beginner,4200,0.6466,0.0482
Beginner,4200,0.7267,0.0361
Beginner,4400,0.6751,0.0986
Beginner,3700,0.3277,0.0328
Beginner,3700,0.3187,0.0298
Beginner,3900,0.4056,0.0736
Beginner,3700,0.6286,0.044
Beginner,4200,0.6743,0.1952
Beginner,4000,0.9569,0.1196
Beginner,3900,0.456,0.0572
Beginner,4200,1.0044,0.102
Beginner,4000,0.4221,0.0827
Beginner,3800,0.5146,0.2038
Beginner,4300,0.4581,0.0749
Beginner,3900,0.6325,0.0846
Beginner,4100,0.7026,0.0392
Beginner,4000,0.4164,0.0467
Beginner,3700,0.4916,0.0187
Beginner,4400,0.8711,0.0926
Beginner,3900,0.341,0.0179
Beginner,3900,0.3749,0.0519
Beginner,3900,1.074,0.0357
Beginner,4200,0.8566,0.0479
Beginner,4200,0.6777,0.0442
Beginner,4300,1.0107,0.4297
Beginner,4000,0.8832,0.04
Beginner,4200,0.7303,0.0697
Beginner,3900,0.415,0.0683
Beginner,3900,0.3682,0.0346
Beginner,4200,0.4356,0.0669
Beginner,3800,0.5905,0.0243
Beginner,3700,0.503,0.0278
Beginner,4000,0.3812,0.0432
Beginner,4300,0.8442,0.0339
Beginner,4100,0.4225,0.0779
Beginner,3900,0.7585,0.0222
Beginner,4100,0.4054,0.0414
Beginner,4400,0.8575,0.4378
Beginner,4100,0.426,0.0448
Beginner,3700,0.3239,0.0315
Beginner,4100,1.0003,0.0327
Beginner,4000,0.6906,0.0351
Beginner,3700,0.629,0.0482
Beginner,3700,0.6063,0.0912
Beginner,4000,0.5245,0.0228
Beginner,4300,0.64,0.049
Beginner,4200,0.4201,0.0544
Beginner,4100,0.4063,0.0263
Beginner,4300,1.4297,0.192
Beginner,4200,0.5502,0.0216
Beginner,4000,0.4072,0.0624
Beginner,4100,0.5376,0.0473
Beginner,4200,0.6497,0.0248
Beginner,4400,0.6338,0.1139
Beginner,4300,0.7358,0.0474
Beginner,3700,0.5438,0.0308
Beginner,3800,0.3749,0.0491
Beginner,4300,0.6821,0.1271
Beginner,3900,0.6467,0.0389
Beginner,3800,0.3491,0.0408
Beginner,4100,0.5219,0.0279
Beginner,4000,0.6392,0.0383
Beginner,4300,0.6336,0.2538
Beginner,4300,0.6646,0.079
Beginner,4100,0.588,0.0333
Beginner,3700,0.3831,0.0381
Beginner,4000,0.5385,0.0254
Beginner,3800,1.152,0.3257
Beginner,3800,0.3759,0.0496
Beginner,3800,0.5828,0.0747
Beginner,4300,4.0867,0.2211
Beginner,4300,1.0339,0.1528
Beginner,4100,0.6626,0.0802
Beginner,3700,0.761,0.1088
Beginner,4300,0.6937,0.0346
Beginner,3700,0.3221,0.0323
Beginner,3900,0.5182,0.0456
Beginner,3800,0.6189,0.0449
Beginner,4100,0.5947,0.0454
Beginner,4000,0.4749,0.0419
Beginner,4200,0.7917,0.0497
Beginner,3700,0.4845,0.0289
Beginner,4200,0.4321,0.0599
Beginner,3800,0.5029,0.1701
Beginner,4100,0.606,0.2387
Beginner,4100,0.397,0.0571
Beginner,4300,0.6288,0.0792
Beginner,4000,0.8565,0.0223
Beginner,3900,1.0384,0.427
Beginner,4400,0.8576,0.0955
Beginner,4000,1.0147,0.0279
Beginner,4400,2.033,1.3637
Beginner,4100,0.7629,0.2377
Beginner,4000,0.4634,0.0408
Beginner,3900,0.4825,0.0242
Beginner,3800,0.4051,0.0969
Beginner,3700,0.4381,0.0204
Beginner,4200,0.6352,0.0635
Beginner,4200,0.5644,0.0405
Beginner,4300,0.851,0.2104
Beginner,4000,0.8742,0.0363
Beginner,3900,0.4601,0.1452
Beginner,4100,0.6158,0.1364
Beginner,3800,0.3266,0.0206
Beginner,3800,0.3307,0.0174
Beginner,3900,0.3639,0.0343
Beginner,3900,0.4297,0.0135
Beginner,4200,0.5599,0.0383
Beginner,4200,1.3432,0.0264
Beginner,4300,0.4512,0.0347
Beginner,3700,0.3323,0.034
Beginner,4100,1.0357,0.1616
Beginner,4300,1.6643,0.8699
Beginner,4100,0.6887,0.0643
Beginner,3800,0.7643,0.0184
Beginner,3700,0.6408,0.0652
Beginner,4000,0.7086,0.0373
Beginner,3800,0.3363,0.0343
Beginner,4300,0.7947,0.2122
Beginner,3700,0.3083,0.0212
Beginner,4200,0.5371,0.056
Beginner,4100,0.7485,0.0528
Beginner,4300,0.6763,0.0766
Beginner,3700,0.3581,0.0342
Beginner,4300,1.5383,0.4224
Beginner,4300,0.7174,0.0458
Beginner,4400,0.6076,0.0456
Beginner,4000,0.5264,0.169
Beginner,3800,0.4971,0.0297
Beginner,4100,0.3842,0.0299
Beginner,4300,1.1679,0.0682
Beginner,4400,0.9,0.1076
Beginner,4100,0.4006,0.0419
Beginner,4300,0.5098,0.0212
Beginner,3700,0.4581,0.0542
Beginner,4200,0.4226,0.0623
Beginner,4100,0.3785,0.0371
Beginner,4000,0.6186,0.0524
Beginner,4100,0.516,0.0349
Beginner,3700,0.8219,0.1005
Beginner,3900,0.4345,0.0885
Beginner,4200,0.4147,0.0558
Beginner,4300,1.7723,0.438
Beginner,4300,0.8653,0.0881
Beginner,4200,0.4446,0.0435
Beginner,4100,0.5889,0.0554
Beginner,4400,0.718,0.2536
Beginner,4400,1.839,0.0464
Beginner,4200,0.7074,0.0421
Beginner,3700,0.3132,0.0228
Beginner,4300,1.1725,0.2133
Beginner,4100,0.6615,0.1629
Beginner,3700,0.301,0.0169
Beginner,4400,0.833,0.0841
Beginner,4000,0.3854,0.0608
Beginner,4400,0.8236,0.1116
Beginner,4400,0.7328,0.0384
Beginner,3800,0.3498,0.0144
Beginner,3700,0.3272,0.0255
Beginner,4200,0.4521,0.0548
Beginner,3800,0.3802,0.0154
Beginner,3700,0.4411,0.0227
Beginner,3900,0.4686,0.0206
Beginner,4100,0.3816,0.0187
Beginner,4300,0.5706,0.0436
Beginner,4300,0.9712,0.0752
Beginner,4200,0.7885,0.0962
Beginner,3700,0.3351,0.0208
Beginner,4400,0.6667,0.0882
Beginner,4100,0.6467,0.0196
Beginner,3900,0.3232,0.0159
Beginner,3700,0.3085,0.0196
Beginner,4200,0.6453,0.0509
Beginner,3900,0.4048,0.0568
Beginner,4400,1.1148,0.1359
Beginner,3800,1.0684,0.2821
Beginner,4200,1.1495,0.3859
Beginner,4000,1.3066,0.0533
Beginner,4200,0.4959,0.0663
Beginner,3900,0.6038,0.0315
Beginner,4400,0.7201,0.1375
Beginner,4300,0.9352,0.1008
Beginner,4000,1.4843,0.1895
Beginner,3700,0.6009,0.0288
Beginner,3700,0.3101,0.0216
Beginner,3700,0.4835,0.0752
Beginner,4300,0.787,0.0894
Beginner,4000,0.6812,0.0469
Beginner,3700,0.504,0.0195
Beginner,4100,1.2298,0.3528
Beginner,4400,0.5685,0.0314
Beginner,4200,0.4087,0.034
Beginner,4200,0.5621,0.0439
Beginner,4000,0.386,0.0338
Beginner,3700,1.0214,0.0304
Beginner,4300,0.8389,0.0602
Beginner,3700,0.3176,0.026
Beginner,4200,0.8445,0.0271
Beginner,4000,0.6733,0.1113
Beginner,3700,0.5811,0.0186
Beginner,4200,0.5677,0.0443
Beginner,3700,0.3501,0.0256
Beginner,3800,0.5524,0.1249
Beginner,4200,1.9541,0.1858
Beginner,4200,1.5257,0.2698
Beginner,4200,0.8067,0.2488
Beginner,4100,0.4226,0.027
Beginner,4200,0.4801,0.0571
Beginner,4300,0.7198,0.1197
Beginner,4400,0.649,0.1076
Beginner,3900,0.4151,0.0872
Beginner,4400,1.1534,0.1187
Beginner,3900,0.8082,0.1103
Beginner,4300,0.6737,0.1087
Beginner,4200,0.4456,0.06
Beginner,4400,0.9379,0.1644
Beginner,3700,0.3065,0.0238
Beginner,4200,0.5698,0.0768
Beginner,3700,0.6251,0.0664
Beginner,3800,0.3721,0.0368
Beginner,4400,0.489,0.064
Beginner,3900,0.8047,0.1618
Beginner,4100,0.909,0.0494
Beginner,4200,0.7062,0.0496
Beginner,4200,0.7758,0.0587
Beginner,3700,0.6637,0.0332
Beginner,3800,0.3775,0.0272
Beginner,4100,0.7395,0.0699
Beginner,4400,0.5171,0.1097
Beginner,3700,0.4115,0.0173
Beginner,3900,0.6129,0.0268
Beginner,4400,0.7488,0.0437
Beginner,4000,0.6949,0.1256
Beginner,4300,0.4299,0.052
Beginner,4200,0.6881,0.0387
Beginner,3900,0.9193,0.0925
Beginner,4200,1.1451,0.0328
Beginner,3700,0.72,0.0252
Beginner,3800,1.0234,0.0496
Beginner,4000,0.6586,0.0704
Beginner,4000,0.3995,0.042
Beginner,4400,0.521,0.0883
Beginner,4100,0.4445,0.0328
Beginner,4400,0.7257,0.0784
Beginner,4200,0.6593,0.0838
Beginner,4400,0.7651,0.0329
Beginner,4000,0.5272,0.0394
Beginner,4300,0.9721,0.0356
Beginner,3900,0.4094,0.0198
Beginner,3900,0.348,0.0386
Beginner,4000,1.3193,0.2071
Beginner,4000,0.4264,0.0661
Beginner,4200,0.6078,0.0423
Beginner,3700,0.3582,0.0286
Beginner,3700,0.3517,0.0279
Beginner,4200,0.532,0.0374
Beginner,4200,0.9306,0.0746
Beginner,3800,0.3326,0.0215
Beginner,4200,1.4006,0.1627
Beginner,4300,0.4493,0.0651
Beginner,4100,0.6063,0.1011
Beginner,4200,0.6088,0.0987
Beginner,3800,0.6768,0.0334
Beginner,4000,1.057,0.0366
Beginner,4100,0.8341,0.028
Beginner,3900,0.3778,0.0566
Beginner,3800,0.4737,0.0285
Beginner,4300,0.9503,0.2287
Beginner,3700,0.3325,0.018
Beginner,3700,0.3358,0.0233
Beginner,4400,0.8934,0.0982
Beginner,4400,1.3648,0.0453
Beginner,3900,0.6494,0.0538
Beginner,4000,0.7561,0.0423
Beginner,4300,0.5653,0.0272
Beginner,3800,0.3292,0.0297
Beginner,3900,0.7089,0.0281
Beginner,3900,0.6332,0.0267
Beginner,4400,0.5445,0.0593
Beginner,4100,0.4575,0.078
Beginner,4400,0.9504,0.3063
Beginner,4400,1.4677,0.591
Beginner,4200,0.6419,0.0373
Beginner,4300,0.9487,0.1239
Beginner,4000,0.6347,0.0963
Beginner,4300,1.0407,0.0564
Beginner,4300,0.632,0.0352
Beginner,3800,0.4679,0.0156
Beginner,3900,0.6998,0.0232
Beginner,3700,0.3615,0.0435
Beginner,3800,0.5024,0.04
Beginner,4300,0.6194,0.1897
Beginner,4300,0.7549,0.0655
Beginner,3800,0.3848,0.0382
Beginner,4400,1.5162,0.0798
Beginner,4400,1.102,0.0925
Beginner,4000,0.3605,0.026
Beginner,4200,0.4525,0.0352
Beginner,4300,1.2772,0.0389
Beginner,4000,0.8705,0.0845
Beginner,4000,0.6437,0.0472
Beginner,4400,0.4489,0.0299
Beginner,4100,0.5597,0.1375
Beginner,4100,0.5536,0.0784
Beginner,3900,0.4864,0.0182
Beginner,4100,0.8708,0.0398
Beginner,4200,0.5251,0.0226
Beginner,4300,0.8008,0.289
Beginner,3800,0.5343,0.0752
Beginner,3800,0.4383,0.0336
Beginner,3900,0.5976,0.0256
Beginner,4000,0.5443,0.0401
Beginner,4400,0.6152,0.1149
Beginner,4000,0.6058,0.0452
Beginner,4000,0.3954,0.0216
Beginner,3800,0.5141,0.0524
Beginner,3800,0.3877,0.0319
Beginner,3700,0.3274,0.017
Beginner,4400,0.4496,0.0231
Beginner,3900,1.0891,0.4149
Beginner,4000,0.6541,0.038
Beginner,4300,0.7518,0.2135
Beginner,3700,0.3858,0.0693
Beginner,4200,0.4827,0.0723
Beginner,3900,0.4717,0.0597
Beginner,3800,0.7523,0.0609
Beginner,3700,0.3492,0.0144
Beginner,4200,0.9399,0.129
Beginner,4400,1.1233,0.2701
Beginner,4200,1.184,0.264
Beginner,3900,0.4979,0.0406
Beginner,4000,0.4362,0.0385
Beginner,3900,0.6002,0.0288
Beginner,4100,0.6977,0.2057
Beginner,4200,0.7768,0.031
Beginner,4200,0.8966,0.1253
Beginner,3700,0.377,0.0825
Beginner,3900,0.8272,0.0242
Beginner,3900,0.4708,0.039
Beginner,4400,1.5147,0.061
Beginner,4400,0.4645,0.0275
Beginner,3700,0.3471,0.0303
Beginner,4000,0.4025,0.0432
Beginner,3700,0.3262,0.0147
Beginner,4400,0.5658,0.12
Beginner,4100,0.7278,0.0695
Beginner,4400,1.6951,0.0262
Beginner,4200,1.1223,0.0967
Beginner,4000,0.5148,0.0225
Beginner,3800,0.5803,0.0383
Beginner,4200,0.7899,0.0465
Beginner,3800,0.6369,0.1124
Beginner,4300,2.036,0.608
Beginner,3800,0.7425,0.0488
Beginner,4000,0.6631,0.1789
Beginner,4300,0.4762,0.082
Beginner,3800,0.6597,0.1402
Beginner,4300,0.7753,0.099
Beginner,3900,0.6837,0.0259
Beginner,4400,0.5011,0.1005
Beginner,4400,0.5194,0.0633
Beginner,4300,0.4639,0.0309
Beginner,3800,0.4109,0.0977
Beginner,3800,0.3878,0.0624
Beginner,4000,0.4574,0.0384
Beginner,3800,0.4643,0.0244
Beginner,4300,0.4324,0.0532
Beginner,4000,0.7101,0.1864
Beginner,3900,0.3777,0.0585
Beginner,3800,0.3433,0.0275
Beginner,3800,0.3885,0.0441
Beginner,4000,0.3587,0.019
Beginner,3900,0.7929,0.0194
Beginner,3700,0.3241,0.0408
Beginner,4300,1.0792,0.1891
Beginner,4300,0.562,0.0538
Beginner,4100,0.6361,0.0193
Beginner,3800,0.5773,0.0263
Beginner,4200,0.5644,0.0414
Beginner,4400,0.6794,0.1539
Beginner,4200,0.6321,0.0288
Beginner,4200,0.7803,0.0744
Beginner,4400,1.4826,0.565
Beginner,4000,0.3812,0.0395
Beginner,4000,0.5384,0.1171
Beginner,3800,0.3973,0.0472
Beginner,4400,1.9697,0.4682
Beginner,4400,1.1112,0.0442
Beginner,4400,1.2069,0.1104
Beginner,3700,0.3488,0.0163
Beginner,4300,0.8875,0.036
Beginner,3700,0.3067,0.0226
Beginner,3700,0.3198,0.0193
Beginner,3700,0.5738,0.0317
Beginner,3800,0.5169,0.0222
Beginner,3700,0.3117,0.0142
Beginner,4200,0.5023,0.1131
Beginner,4400,0.6695,0.1352
Beginner,3900,0.4414,0.0421
Beginner,3800,0.3373,0.0251
Beginner,3800,0.3851,0.0627
Beginner,3800,0.4003,0.0603
Beginner,3800,0.5739,0.0267
Beginner,4000,0.4906,0.0214
Beginner,4400,0.9987,0.0688
Beginner,3900,0.7423,0.0233
Beginner,4200,0.4227,0.035
Beginner,4100,0.4986,0.0546
Beginner,4000,0.58,0.0603
Beginner,3700,0.3433,0.0214
Beginner,4000,0.6971,0.0298
Beginner,3900,0.3919,0.0693
Beginner,3800,0.5357,0.0227
Beginner,4000,0.5695,0.0669
Beginner,4300,0.4781,0.0648
Beginner,4300,0.7956,0.1163
Beginner,4100,0.8013,0.133
Beginner,3900,0.6043,0.0707
Beginner,4200,0.8617,0.0749
Beginner,4200,0.5355,0.1199
Beginner,4300,0.6837,0.0485
Beginner,4300,0.835,0.076
Beginner,4400,1.1328,0.2288
Beginner,4200,0.7357,0.0358
Beginner,4300,0.5124,0.1212
Beginner,3700,0.3295,0.0314
Beginner,3700,0.3517,0.0581
Beginner,3900,0.3665,0.0362
Beginner,4300,0.7316,0.0996
Beginner,3800,0.3451,0.0233
Beginner,3900,0.5158,0.0363
Beginner,4100,0.4069,0.0613
Beginner,4100,0.4691,0.0739
Beginner,3900,0.5573,0.0264
Beginner,4100,0.4834,0.0698
Beginner,4400,1.201,0.062
Beginner,4300,0.5567,0.0338
Beginner,4100,0.8157,0.1354
Beginner,4300,0.4465,0.0797
Beginner,4000,1.4038,0.0678
Beginner,3900,0.6123,0.0457
Beginner,4000,0.6091,0.0784
Beginner,4200,0.4787,0.0282
Beginner,3900,0.5261,0.0566
Beginner,3800,0.3501,0.031
Beginner,3800,0.3488,0.0366
Beginner,3900,1.2938,0.1058
Beginner,4000,0.3883,0.0255
Beginner,3900,0.376,0.0332
Beginner,3700,0.5026,0.0188
Beginner,4300,0.7676,0.0764
Beginner,4000,0.8373,0.019
Beginner,4400,0.7807,0.041
Beginner,3700,0.523,0.0185
Beginner,4100,0.4605,0.0815
Beginner,4400,0.539,0.0795
Beginner,4000,0.6571,0.0364
Beginner,4400,0.5106,0.0583
Beginner,4200,0.6664,0.0334
Beginner,4100,0.6912,0.0594
Beginner,4200,0.5102,0.0954
Beginner,3800,0.4709,0.0761
Beginner,4300,1.0485,0.1944
Beginner,4200,0.3936,0.0242
Beginner,3900,0.4619,0.032
Beginner,4000,0.611,0.0279
Beginner,4000,0.3376,0.0302
Beginner,4300,0.7886,0.0387
Beginner,3900,0.6476,0.1006
Beginner,4200,0.5944,0.0887
Beginner,4000,0.5437,0.0801
Beginner,4300,0.592,0.0668
Beginner,4000,0.5047,0.0272
Beginner,4100,1.0097,0.0359
Beginner,3900,0.4945,0.0389
Beginner,4400,1.1577,0.0462
Beginner,4100,1.1333,0.0528
Beginner,3900,0.4856,0.0257
Beginner,4100,0.4936,0.0237
Beginner,4300,1.1752,0.433
Beginner,3900,0.3712,0.0135
Beginner,4200,0.7362,0.0257
Beginner,3800,0.5567,0.065
Beginner,4100,0.9257,0.0325
Beginner,4300,1.1587,0.066
Beginner,4100,0.4768,0.0441
Beginner,4000,0.7531,0.128
Beginner,3800,0.7361,0.0172
Beginner,3700,0.5028,0.0148
Beginner,3700,0.4617,0.0243
Beginner,4200,0.4267,0.041
Beginner,4200,0.5856,0.0997
Beginner,3700,0.3049,0.028
Beginner,4000,0.4782,0.0216
Beginner,3800,0.338,0.025
Beginner,4300,0.4367,0.0422
Beginner,4300,0.6429,0.1107
Beginner,3900,0.4063,0.0297
Beginner,4000,0.4976,0.0377
Beginner,4300,0.6801,0.0707
Beginner,3900,0.8186,0.0582
Beginner,4000,0.6611,0.0362
Beginner,3700,0.3769,0.0385
Beginner,4000,0.5252,0.0322
Beginner,4200,0.8053,0.0747
Beginner,3700,0.5931,0.0314
Beginner,4400,0.595,0.0565
Beginner,4400,0.8029,0.1325
Beginner,3800,0.34,0.0205
Beginner,3700,0.6162,0.0143
Beginner,4400,0.5098,0.0667
Beginner,3900,0.4241,0.1086
Beginner,4400,0.6791,0.2072
Beginner,4000,0.4609,0.0318
Beginner,3800,0.3616,0.028
Beginner,4300,0.7492,0.1063
Beginner,4000,0.3904,0.0428
Beginner,4000,0.5984,0.0568
Beginner,4100,0.6546,0.0552
Beginner,4400,0.861,0.0509
Beginner,4300,0.6799,0.1259
Beginner,4000,0.5452,0.0774
Beginner,3700,0.5289,0.0346
Beginner,4000,0.7386,0.0505
Beginner,3800,0.4786,0.0207
Beginner,4300,0.5315,0.0832
Beginner,3800,0.6202,0.045
Beginner,4200,0.7155,0.0886
Beginner,4000,0.586,0.0256
Beginner,3900,0.4086,0.0288
Beginner,4300,0.4317,0.0353
Beginner,4200,0.4194,0.0409
Beginner,4200,0.605,0.1261
Beginner,3800,0.335,0.028
Beginner,4400,0.4218,0.0296
Beginner,4100,0.8111,0.2101
Beginner,4200,0.8133,0.0729
Beginner,4300,0.9198,0.1634
Beginner,4200,0.4099,0.0265
Beginner,3700,0.3212,0.0294
Beginner,3900,0.4288,0.0952
Beginner,3900,0.353,0.0143
Beginner,4100,0.516,0.0239
Beginner,4400,0.4778,0.0594
Beginner,3900,0.4768,0.0208
Beginner,4200,0.5553,0.06
Beginner,4100,0.6395,0.0227
Beginner,4200,0.3937,0.0363
Beginner,4100,0.6698,0.0351
Beginner,3700,0.2931,0.0155
Beginner,4400,1.779,0.2381
Beginner,4200,0.9782,0.0558
Beginner,3900,0.4517,0.095
Beginner,4300,0.6915,0.1475
Beginner,4300,0.488,0.0675
Beginner,4400,0.988,0.4795
Beginner,3700,0.3567,0.0383
Beginner,4000,0.4173,0.1011
Beginner,3800,0.5484,0.0189
Beginner,4300,0.6549,0.0484
Beginner,4200,0.5632,0.0663
Beginner,4100,0.5905,0.2198
Beginner,4200,0.6096,0.1433
Beginner,3800,1.0384,0.0159
Beginner,4400,1.2352,0.1077
Beginner,3900,0.4031,0.0193
Beginner,4400,2.115,1.0908
Beginner,4100,0.8208,0.0493
Beginner,4100,0.5441,0.0348
Beginner,3800,0.4704,0.065
Beginner,4000,0.3823,0.0348
Beginner,3900,0.5714,0.0429
Beginner,4400,1.8335,1.2273
Beginner,4400,1.0754,0.1508
Beginner,4300,0.6896,0.0556
Beginner,3700,0.4165,0.0787
Beginner,3900,0.5907,0.0338
Beginner,4200,0.7277,0.0581
Beginner,4300,1.7448,0.0412
Beginner,3800,0.8642,0.021
Beginner,3900,0.5188,0.0482
Beginner,3800,0.5655,0.0695
Beginner,4200,0.9586,0.0546
Beginner,4000,0.5157,0.1174
Beginner,3900,0.3833,0.0352
Beginner,4300,0.8572,0.0622
Beginner,4300,0.729,0.3648
Beginner,4300,2.2955,0.1185
Beginner,4300,1.985,0.3218
Beginner,3700,1.4376,0.0685
Beginner,4100,1.0611,0.1818
Beginner,4200,1.0856,0.0688
Beginner,3700,0.7591,0.0259
Beginner,4100,0.8455,0.272
Beginner,4300,0.9404,0.056
Beginner,4100,0.3928,0.0159
Beginner,3800,0.7445,0.1955
Beginner,3800,0.4104,0.0776
Beginner,4200,0.4011,0.0312
Beginner,4100,0.5595,0.089
Beginner,4100,0.4824,0.0616
Beginner,4300,0.9992,0.1175
Beginner,4000,0.4478,0.0492
Beginner,4000,0.4295,0.0556
Beginner,4200,0.7039,0.1279
Beginner,4000,0.3942,0.0495
Beginner,4200,0.4613,0.0523
Beginner,4000,0.559,0.1065
Beginner,4200,0.4027,0.0224
Beginner,3700,0.4191,0.0345
Beginner,3800,0.4924,0.0837
Beginner,4400,0.4483,0.0674
Beginner,4300,0.7861,0.3993
Beginner,4200,0.5922,0.0863
