Difficulty,Difficulty Score,Time (ms),Backtrack Count,Backtrack Fail Count
Easy,5000,2.3887,50,0
Easy,5100,2.0404,51,0
Easy,4400,1.5978,44,0
Easy,4900,7.1,49,0
Easy,5000,51.6424,50,0
Easy,5100,12.1646,51,0
Easy,5100,4.1823,51,0
Easy,5400,12.3818,54,0
Easy,4400,1.4974,44,0
Easy,4900,13.2379,49,0
Easy,5200,7.9282,52,0
Easy,4700,2.57,47,0
Easy,4600,8.6406,46,0
Easy,5000,7.3291,50,0
Easy,5100,11.9067,51,0
Easy,5200,26.1074,52,0
Easy,4900,8.3016,49,0
Easy,5200,3.8235,52,0
Easy,4600,3.2602,46,0
Easy,5200,19.9928,52,0
Easy,5100,2.9885,51,0
Easy,5100,4.146,51,0
Easy,5200,10.1207,52,0
Easy,5300,34.4506,53,0
Easy,5200,9.5652,52,0
Easy,5200,7.8947,52,0
Easy,5300,13.9323,53,0
Easy,4400,1.3769,44,0
Easy,5100,5.8237,51,0
Easy,5000,30.5949,50,0
Easy,4500,1.1505,45,0
Easy,5100,3.9699,51,0
Easy,5200,26.1095,52,0
Easy,4900,1.241,49,0
Easy,4400,1.3439,44,0
Easy,4500,2.6582,45,0
Easy,4800,2.6062,48,0
Easy,4400,1.535,44,0
Easy,4800,2.4926,48,0
Easy,5400,12.5698,54,0
Easy,4700,3.7419,47,0
Easy,4500,0.9145,45,0
Easy,4400,1.0731,44,0
Easy,5200,11.7819,52,0
Easy,4700,1.2243,47,0
Easy,5000,4.3596,50,0
Easy,4600,3.0476,46,0
Easy,5400,18.0011,54,0
Easy,4700,2.5736,47,0
Easy,5400,23.2098,54,0
Easy,5300,17.1922,53,0
Easy,5300,18.8566,53,0
Easy,4600,2.0306,46,0
Easy,5200,3.5307,52,0
Easy,5400,41.3641,54,0
Easy,5000,4.1621,50,0
Easy,5200,13.4137,52,0
Easy,5400,29.5544,54,0
Easy,5200,4.6257,52,0
Easy,4900,7.4621,49,0
Easy,4700,2.2955,47,0
Easy,5100,7.0143,51,0
Easy,5300,24.8465,53,0
Easy,5000,3.2083,50,0
Easy,5000,9.3541,50,0
Easy,4900,2.2523,49,0
Easy,5000,4.2487,50,0
Easy,4700,11.1224,47,0
Easy,4400,1.3035,44,0
Easy,5300,10.3139,53,0
Easy,4500,1.498,45,0
Easy,4900,4.7425,49,0
Easy,4700,2.2573,47,0
Easy,5200,8.0399,52,0
Easy,4400,1.4164,44,0
Easy,5400,61.5961,54,0
Easy,4900,2.5115,49,0
Easy,4500,3.1243,45,0
Easy,5400,27.9205,54,0
Easy,5400,9.8445,54,0
Easy,4800,2.7663,48,0
Easy,4500,1.2774,45,0
Easy,5200,6.11,52,0
Easy,4900,8.6373,49,0
Easy,5300,22.6292,53,0
Easy,5200,10.3782,52,0
Easy,4600,1.1445,46,0
Easy,4800,2.6826,48,0
Easy,4600,1.9679,46,0
Easy,4700,1.9782,47,0
Easy,5100,11.1572,51,0
Easy,5450,63.6634,51,0
Easy,4600,10.2464,46,0
Easy,5200,38.565,52,0
Easy,5000,19.682,50,0
Easy,5000,58.3635,50,0
Easy,5200,336.1747,52,0
Easy,4700,11.1757,47,0
Easy,5100,19.2414,51,0
Easy,5100,33.8776,51,0
Easy,4600,8.1073,46,0
Easy,4900,52.5692,49,0
Easy,5000,16.1944,50,0
Easy,4800,6.6047,48,0
Easy,4800,10.4106,48,0
Easy,4400,9.2965,44,0
Easy,5300,30.7851,53,0
Easy,4500,9.5314,45,0
Easy,5100,20.5299,51,0
Easy,4700,21.1944,47,0
Easy,4700,31.6001,47,0
Easy,4600,29.6619,46,0
Easy,5400,87.564,54,0
Easy,4500,7.6535,45,0
Easy,5100,25.2645,51,0
Easy,5100,25.9754,51,0
Easy,4600,13.3431,46,0
Easy,5200,25.5179,52,0
Easy,4900,19.1459,49,0
Easy,4900,16.6605,49,0
Easy,5400,44.3049,54,0
Easy,5200,22.9536,52,0
Easy,5100,18.9747,51,0
Easy,5300,107.4842,53,0
Easy,5100,6.207,51,0
Easy,4800,5.8079,48,0
Easy,5000,9.3647,50,0
Easy,4700,3.5235,47,0
Easy,5400,8.7556,54,0
Easy,4800,1.6798,48,0
Easy,4700,1.4389,47,0
Easy,5300,6.733,53,0
Easy,4700,1.7719,47,0
Easy,5250,4.2828,49,0
Easy,4700,4.5277,47,0
Easy,4400,1.7039,44,0
Easy,5000,2.4606,50,0
Easy,4800,2.0222,48,0
Easy,4700,1.5536,47,0
Easy,4400,0.9023,44,0
Easy,4500,1.4985,45,0
Easy,4400,1.2822,44,0
Easy,5300,5.245,53,0
Easy,4600,1.9609,46,0
Easy,5300,5.8218,53,0
Easy,5400,128.5921,54,0
Easy,5300,4.3572,53,0
Easy,4600,3.9739,46,0
Easy,5000,5.0078,50,0
Easy,5100,12.9755,51,0
Easy,4800,2.1321,48,0
Easy,4600,2.6971,46,0
Easy,4700,2.8652,47,0
Easy,5000,3.2064,50,0
Easy,5400,35.5752,54,0
Easy,5100,18.2299,51,0
Easy,4600,3.746,46,0
Easy,5000,3.3455,50,0
Easy,4600,1.4786,46,0
Easy,5000,8.2199,50,0
Easy,4800,1.752,48,0
Easy,5300,21.0761,53,0
Easy,4700,2.6438,47,0
Easy,5000,14.0793,50,0
Easy,5300,4.3934,53,0
Easy,5300,41.1467,53,0
Medium,5650,17.21,51,0
Medium,5850,141.9426,53,0
Medium,6850,10.5327,57,0
Medium,5450,15.5155,51,0
Medium,5700,65.8053,57,0
Medium,5500,40.03,55,0
Medium,5750,17.6279,52,0
Medium,5400,20.8855,54,0
Medium,6750,38.0864,54,0
Medium,5600,27.1963,56,0
Medium,5600,98.3046,56,0
Medium,6150,85.7682,58,0
Medium,5500,11.2409,55,0
Medium,6050,6.7993,49,0
Medium,5400,19.2928,54,0
Medium,5850,7.6005,51,0
Medium,5400,27.525,54,0
Medium,5600,19.0801,56,0
Medium,6750,63.3236,56,0
Medium,6200,16.848,56,0
Medium,6150,16.5875,56,0
Medium,5800,11.9925,58,0
Medium,6150,46.4661,56,0
Medium,6550,115.5354,56,0
Medium,6250,131.5486,57,0
Medium,6750,125.7301,58,0
Medium,5400,801.6887,54,0
Medium,6150,218.5232,58,0
Medium,6650,9.7957,53,0
Medium,5700,77.4958,57,0
Medium,5600,20.406,56,0
Medium,5900,97.3107,59,0
Medium,5800,120.2379,58,0
Medium,5800,583.0024,58,0
Medium,5400,14.016,54,0
Medium,5700,17.8169,57,0
Medium,5700,38.2895,57,0
Medium,6150,16.2226,54,0
Medium,5600,16.2317,56,0
Medium,6850,32.9341,57,0
Medium,5400,13.483,54,0
Medium,5700,127.8474,57,0
Medium,6750,57.1724,54,0
Medium,5500,12.3346,55,0
Medium,5400,6.6245,54,0
Medium,5400,41.2166,54,0
Medium,6650,40.0331,55,0
Medium,5400,22.3801,54,0
Medium,5400,62.5734,54,0
Medium,6150,5.6324,52,0
Medium,6250,65.4474,55,0
Medium,5500,10.8917,55,0
Medium,5700,45.8922,57,0
Medium,5500,15.0766,55,0
Medium,5500,79.311,55,0
Medium,5600,19.9865,56,0
Medium,5600,17.5606,56,0
Medium,5850,15.5858,55,0
Medium,5600,23.4745,56,0
Medium,5400,8.3361,54,0
Medium,6450,23.4891,53,0
Medium,5950,38.5517,54,0
Medium,6650,7.2852,54,0
Medium,6750,28.8731,56,0
Medium,5400,6.7798,54,0
Medium,5400,5.5935,54,0
Medium,5850,8.69,53,0
Medium,6850,120.955,57,0
Medium,5500,24.9046,55,0
Medium,6450,53.2866,57,0
Medium,6650,22.582,57,0
Medium,5500,7.9401,55,0
Medium,6300,87.2473,57,0
Medium,6550,267.6565,58,0
Medium,6750,9.4806,52,0
Medium,5700,20.1504,57,0
Medium,6750,14.2093,52,0
Medium,5500,50.232,55,0
Medium,5500,12.7241,55,0
Medium,6450,69.1197,55,0
Medium,6700,9.5619,52,0
Medium,5400,28.6799,54,0
Medium,5950,44.627,56,0
Medium,6750,24.8651,56,0
Medium,6850,31.6726,57,0
Medium,5400,22.02,54,0
Medium,5700,27.6479,57,0
Medium,6250,25.8862,57,0
Medium,6200,22.5863,56,0
Medium,6400,12.9906,51,0
Medium,5500,92.0549,55,0
Medium,5500,16.9593,55,0
Medium,5500,64.8116,55,0
Medium,5500,129.3085,55,0
Medium,6150,36.3183,56,0
Medium,6050,67.7425,57,0
Medium,6150,18.7849,54,0
Medium,6750,50.0221,56,0
Medium,5400,8.2119,54,0
Medium,5650,9.7503,51,0
Medium,5500,41.3711,55,0
Medium,6800,14.3563,49,0
Medium,5750,19.459,54,0
Medium,5500,8.9792,55,0
Medium,6250,7.2732,53,0
Medium,5500,19.1813,55,0
Medium,5400,11.1407,54,0
Medium,5750,14.3367,52,0
Medium,5600,34.1167,56,0
Medium,5600,21.9834,56,0
Medium,5500,35.6925,55,0
Medium,5700,120.9353,57,0
Medium,5700,11.7778,57,0
Medium,6450,78.6792,57,0
Medium,5500,14.1876,55,0
Medium,6350,68.7509,56,0
Medium,6150,2220.6556,58,0
Medium,6350,53.3763,56,0
Medium,5400,5.4444,54,0
Medium,5400,195.726,54,0
Medium,5800,7606.1421,58,0
Medium,6050,83.8466,55,0
Medium,5600,142.5232,56,0
Medium,5400,121.9577,54,0
Medium,5600,5.1051,56,0
Medium,6050,64.905,55,0
Medium,5500,12.4018,55,0
Medium,5600,32.2371,56,0
Medium,6150,47.401,56,0
Medium,6850,8.3268,53,0
Medium,5850,9.823,53,0
Medium,5850,16.8345,55,0
Medium,5600,219.308,56,0
Medium,5600,79.5765,56,0
Medium,5700,555.7201,57,0
Medium,5400,107.1359,54,0
Medium,5900,529.4173,59,0
Medium,6650,79.1607,57,0
Medium,6450,65.8992,57,0
Medium,6050,25.6255,55,0
Medium,6700,9.2226,52,0
Medium,5850,19.5665,55,0
Medium,5600,24.6352,56,0
Medium,6650,109.848,57,0
Medium,6250,63.513,55,0
Medium,6150,100.5047,54,0
Medium,6850,21.9257,53,0
Medium,5750,9.6665,54,0
Medium,5700,23.7149,57,0
Medium,5700,41.8794,57,0
Medium,6050,50.1781,55,0
Medium,6250,118.9678,57,0
Medium,6800,7.9511,51,0
Medium,6450,37.2879,57,0
Medium,6850,65.9944,57,0
Medium,5700,158.5245,57,0
Medium,6150,72.6347,58,0
Medium,5700,26.4251,57,0
Medium,5850,48.7144,55,0
Medium,5400,29.7263,54,0
Medium,6850,56.3978,53,0
Medium,5600,215.1275,56,0
Medium,5700,20.1065,57,0
Medium,5400,30.388,54,0
Medium,5500,49.7389,55,0
Medium,6050,82.9595,57,0
Medium,5600,53.0549,56,0
Medium,5500,13.1279,55,0
Medium,5600,27.0044,56,0
Medium,6550,10.2896,54,0
Medium,6050,202.6871,57,0
Medium,6350,90.4877,54,0
Medium,5400,26.0887,54,0
Medium,5700,105.743,57,0
Medium,5600,827.8312,56,0
Medium,6850,208.7452,55,0
Medium,5500,51.4923,55,0
Medium,5850,117.3879,53,0
Medium,5600,109.899,56,0
Medium,5600,155.858,56,0
Medium,5850,81.8896,55,0
Medium,5500,31.7267,55,0
Medium,5700,43.274,57,0
Medium,6350,160.9693,56,0
Medium,5600,449.2721,56,0
Medium,5400,101.399,54,0
Medium,6150,21.3733,56,0
Medium,5600,23.8554,56,0
Medium,5350,4.1983,50,0
Medium,5600,320.3628,56,0
Medium,5750,15.7158,54,0
Medium,6150,495.3151,58,0
Medium,5550,2.5514,46,0
Medium,5500,5.6456,55,0
Medium,5950,33.1594,52,0
Medium,5700,27.3366,57,0
Medium,5500,19.5257,55,0
Medium,5600,16.9009,56,0
Medium,5900,20.301,59,0
Medium,6050,56.0122,55,0
Medium,5400,35.462,54,0
Medium,6750,90.8797,56,0
Medium,5500,15.8612,55,0
Medium,5700,25.154,57,0
Medium,5400,29.8566,54,0
Medium,5400,16.0927,54,0
Medium,5400,15.6804,54,0
Medium,5800,31.775,58,0
Medium,5500,32.2956,55,0
Medium,5400,24.8966,54,0
Medium,6750,15.0814,54,0
Medium,5950,66.1623,54,0
Medium,5600,19.448,56,0
Medium,5500,300.1477,55,0
Medium,5600,9.5856,56,0
Medium,5700,63.7043,57,0
Medium,5600,9.2847,56,0
Medium,5600,41.8429,56,0
Medium,6050,22.282,53,0
Medium,5600,34.7349,56,0
Medium,6500,35.448,54,0
Medium,5600,27.1825,56,0
Medium,5500,18.55,55,0
Medium,6450,64.777,57,0
Medium,5600,204.0115,56,0
Medium,5800,562.3958,58,0
Medium,6850,80.2531,53,0
Medium,5400,6.845,54,0
Medium,5500,66.6705,55,0
Medium,6050,254.2723,57,0
Medium,6050,26.9106,55,0
Medium,5400,6.9214,54,0
Medium,5500,160.6435,55,0
Medium,5400,10.2673,54,0
Medium,6150,7.2899,52,0
Medium,6550,43.0505,56,0
Medium,6450,10.1531,55,0
Medium,5600,15.7097,56,0
Medium,5450,9.0452,51,0
Medium,5500,19.5625,55,0
Medium,5400,16.605,54,0
Medium,5700,87.2904,57,0
Medium,6150,23.8054,54,0
Medium,5500,214.3453,55,0
Medium,6650,64.8277,53,0
Medium,6200,13.2917,56,0
Medium,5600,59.9559,56,0
Medium,5500,19.2353,55,0
Medium,5600,151.4548,56,0
Medium,6050,24.4989,55,0
Medium,5500,119.497,55,0
Medium,5800,92.1504,58,0
Medium,6050,16.568,57,0
Medium,5700,431.2909,57,0
Medium,6650,19.9784,55,0
Medium,6050,35.6407,55,0
Medium,5500,13.4786,55,0
Medium,6850,25.8226,57,0
Medium,5800,37.5695,58,0
Medium,5950,23.428,54,0
Medium,5600,213.3058,56,0
Medium,5950,40.6429,56,0
Medium,5400,26.9626,54,0
Medium,6300,31.7317,57,0
Medium,5500,745.1013,55,0
Medium,5950,117.8593,56,0
Medium,6650,32.5828,57,0
Medium,5700,686.0567,57,0
Medium,6350,35.0154,54,0
Medium,5400,11.2214,54,0
Medium,5550,9.9293,52,0
Medium,5500,18.9762,55,0
Medium,5400,10.0349,54,0
Medium,6350,238.4871,56,0
Medium,6750,35.1537,56,0
Medium,5850,227.4745,55,0
Medium,5700,76.492,57,0
Medium,5600,272.0431,56,0
Medium,5600,200.3509,56,0
Medium,5950,11.5898,52,0
Medium,6650,54.5739,55,0
Medium,5950,29.2365,56,0
Medium,6700,13.5991,52,0
Medium,5500,53.0487,55,0
Medium,6750,55.1545,58,0
Medium,6050,26.8279,55,0
Medium,5850,5.7799,53,0
Medium,5600,15.8301,56,0
Medium,5400,6.7459,54,0
Medium,5950,13.9882,56,0
Medium,5750,81.6412,54,0
Medium,5850,7.8793,51,0
Medium,5400,36.0357,54,0
Medium,5500,13.3861,55,0
Medium,5400,14.7138,54,0
Medium,6450,155.3792,55,0
Medium,5950,57.6089,54,0
Medium,6450,57.9414,55,0
Medium,5500,9.8431,55,0
Medium,5650,11.3061,53,0
Medium,5500,69.9152,55,0
Medium,6850,86.8724,57,0
Medium,5600,180.4036,56,0
Medium,5550,5.2685,46,0
Medium,5450,8.6307,51,0
Medium,6350,338.2971,56,0
Medium,6050,34.9487,57,0
Medium,5700,65.9118,57,0
Medium,6050,16.8028,57,0
Medium,6350,40.4663,56,0
Medium,6050,19.5218,55,0
Medium,6150,87.7573,56,0
Medium,5600,225.6025,56,0
Medium,6050,64.7768,57,0
Medium,5500,20.9139,55,0
Medium,5600,65.1584,56,0
Medium,5500,36.1539,55,0
Medium,5600,22.4347,56,0
Medium,5400,9.2276,54,0
Medium,6850,24.1238,55,0
Medium,6750,23.142,56,0
Medium,5500,117.7418,55,0
Medium,5400,47.9899,54,0
Medium,5400,13.3403,54,0
Medium,5400,17.862,54,0
Medium,5700,73.5351,57,0
Medium,5600,35.9255,56,0
Medium,6250,8.7491,53,0
Medium,5600,72.1219,56,0
Medium,5500,11.298,55,0
Medium,5700,243.2566,57,0
Medium,5950,187.3252,56,0
Medium,5700,80.2602,57,0
Medium,6550,36.3902,56,0
Medium,6150,34.537,56,0
Medium,5500,42.8186,55,0
Medium,6650,52.815,54,0
Medium,5750,162.4448,54,0
Medium,5450,5.5998,51,0
Medium,6050,56.5081,57,0
Medium,5550,20.8928,50,0
Medium,5400,11.8105,54,0
Medium,6050,14.5944,57,0
Medium,6050,30.6588,55,0
Medium,6850,40.8099,56,0
Medium,5500,65.7864,55,0
Medium,5600,67.2439,56,0
Medium,6800,42.8763,55,0
Medium,5400,23.8124,54,0
Medium,6050,309.7198,57,0
Medium,5500,10.4561,55,0
Medium,5750,19.4541,54,0
Medium,6450,60.3759,57,0
Medium,5750,5.6422,54,0
Medium,5600,32.0063,56,0
Medium,6250,15.7819,55,0
Medium,6650,39.6464,57,0
Medium,5400,128.0323,54,0
Medium,5500,67.2414,55,0
Medium,5400,11.1656,54,0
Medium,6150,16.025,54,0
Medium,5600,13.3177,56,0
Medium,6250,10.5084,55,0
Medium,5500,14.7744,55,0
Medium,6700,231.6729,54,0
Medium,6050,7.9009,53,0
Medium,6650,27.3194,55,0
Medium,5400,9.1679,54,0
Medium,6350,247.4021,56,0
Medium,5650,9.0306,53,0
Medium,5500,37.6498,55,0
Medium,5600,329.1446,56,0
Medium,5400,35.8515,54,0
Medium,6650,22.7268,57,0
Medium,5600,39.1472,56,0
Medium,5500,24.7104,55,0
Medium,5400,19.343,54,0
Medium,5400,72.1028,54,0
Medium,5750,567.5636,54,0
Medium,5650,63.2586,53,0
Medium,6150,36.3769,56,0
Medium,5600,16.2122,56,0
Medium,5900,296.2979,59,0
Medium,5600,311.0253,56,0
Medium,5400,15.239,54,0
Medium,5600,10.5634,56,0
Medium,5700,56.9188,57,0
Medium,5400,22.1629,54,0
Medium,5750,76.2615,54,0
Medium,5400,13.6711,54,0
Medium,5700,37.366,57,0
Medium,5400,24.5372,54,0
Medium,5900,280.8574,59,0
Medium,5400,36.6673,54,0
Medium,5850,25.9414,53,0
Medium,5500,9.283,55,0
Medium,6850,10.597,53,0
Medium,6050,29.5651,55,0
Medium,5600,39.4646,56,0
Medium,5600,118.9408,56,0
Medium,6150,33.5617,54,0
Medium,5700,39.8487,57,0
Medium,5600,71.9326,56,0
Medium,5800,36.3734,58,0
Medium,5400,45.4221,54,0
Medium,5700,36.2009,57,0
Medium,5700,209.4661,57,0
Medium,5500,32.853,55,0
Medium,6850,28.8872,57,0
Medium,5400,7.0176,54,0
Medium,5600,176.1995,56,0
Medium,6850,38.3755,57,0
Medium,5400,18.2344,54,0
Medium,5700,18.6096,57,0
Medium,6850,67.7196,57,0
Medium,6350,18.5026,56,0
Medium,5500,15.2609,55,0
Medium,5600,40.1939,56,0
Medium,5600,20.438,56,0
Medium,5400,7.868,54,0
Medium,5500,45.9661,55,0
Medium,5400,12.0445,54,0
Medium,6550,93.6587,56,0
Medium,6850,23.6887,55,0
Medium,6650,19.8361,57,0
Medium,5400,20.1437,54,0
Medium,5450,23.6306,51,0
Medium,5950,9.638,52,0
Medium,5700,31.4062,57,0
Medium,5650,27.617,51,0
Medium,6150,25.4112,56,0
Medium,5600,18.4461,56,0
Medium,6450,113.0774,59,0
Medium,5400,35.1212,54,0
Medium,6250,66.215,55,0
Medium,5400,22.3306,54,0
Medium,5950,51.3831,56,0
Medium,5500,10.5262,55,0
Medium,6850,169.3299,56,0
Medium,5500,24.3867,55,0
Medium,5600,235.0673,56,0
Medium,5600,15.2322,56,0
Medium,6150,185.3,58,0
Medium,5400,9.3994,54,0
Medium,5750,8.2587,54,0
Medium,5600,101.9067,56,0
Medium,6650,49.7612,54,0
Medium,6150,13.3186,54,0
Medium,5700,56.8388,57,0
Medium,5700,113.0998,57,0
Medium,5400,33.8993,54,0
Medium,5600,143.4811,56,0
Medium,5400,27.4874,54,0
Medium,6250,52.1014,57,0
Medium,5400,27.0116,54,0
Medium,5400,18.6359,54,0
Medium,5500,37.465,55,0
Medium,5400,35.179,54,0
Medium,5800,82.8076,58,0
Medium,6300,336.0196,57,0
Medium,5600,23.9981,56,0
Medium,6800,46.5586,55,0
Medium,5700,13.102,57,0
Medium,5800,4769.9066,58,0
Medium,5500,19.5857,55,0
Medium,5400,14.391,54,0
Medium,5500,39.751,55,0
Medium,6450,26.648,55,0
Medium,5400,26.7008,54,0
Medium,5500,34.3331,55,0
Medium,5600,37.7503,56,0
Medium,6050,46.7227,57,0
Medium,6600,3.5209,50,0
Medium,6350,99.0816,54,0
Medium,6350,25.214,58,0
Medium,5500,25.7787,55,0
Medium,5600,4.5932,56,0
Medium,5400,48.1701,54,0
Medium,5600,197.75,56,0
Medium,5400,79.5345,54,0
Medium,5400,5.4713,54,0
Medium,6850,41.7501,55,0
Medium,5750,37.5182,54,0
Medium,5950,42.358,56,0
Medium,5400,22.5841,54,0
Medium,6800,20.3574,53,0
Medium,5400,22.6285,54,0
Medium,6850,5.2356,52,0
Medium,5700,66.4002,57,0
Medium,5400,7.9202,54,0
Medium,5500,25.9285,55,0
Medium,5500,66.9161,55,0
Medium,6850,186.0014,54,0
Medium,5600,52.5501,56,0
Medium,6050,39.5597,55,0
Medium,5400,23.4883,54,0
Medium,6050,32.7495,55,0
Medium,6350,68.9809,56,0
Medium,6300,2.841,47,0
Medium,5400,63.1204,54,0
