Difficulty,Difficulty Score,Time (ms),Recursive Solver Time (ms)
Easy,5300,10.7278,6.0164
Easy,5200,8.8604,1.6088
Easy,4700,9.4402,1.6623
Easy,4800,3.8961,2.7655
Easy,4700,3.067,2.3272
Easy,5350,5.0955,3.8457
Easy,5000,3.02,1.0466
Easy,4700,4.0247,2.8948
Easy,4900,7.1587,5.3998
Easy,4500,1.8379,1.3088
Easy,4600,9.9743,4.9086
Easy,5100,6.5947,3.9573
Easy,5100,17.936,14.3055
Easy,4900,3.5249,1.6131
Easy,4800,1.581,0.9998
Easy,5000,6.7169,4.713
Easy,5300,11.3794,5.0879
Easy,4500,1.7497,1.0214
Easy,4900,3.2919,1.8499
Easy,5200,291.7197,288.1315
Easy,4400,1.3028,0.5883
Easy,4600,1.8128,1.2036
Easy,4600,1.3147,0.5304
Easy,4400,2.4898,1.6619
Easy,4600,2.1983,0.5718
Easy,4800,2.955,1.0273
Easy,5300,35.4656,25.5107
Easy,5100,9.0677,5.6861
Easy,5200,4.6511,2.3025
Easy,5300,40.7062,18.2903
Easy,4500,3.7751,3.1238
Easy,4400,1.0517,0.5916
Easy,4600,1.762,0.728
Easy,5000,4.9163,3.938
Easy,4400,1.0272,0.3532
Easy,5000,2.3887,1.3166
Easy,5100,2.0404,1.5032
Easy,4400,1.5978,0.6138
Easy,4900,7.1,4.6305
Easy,5000,51.6424,45.597
Easy,5100,12.1646,7.0142
Easy,5100,4.1823,1.3871
Easy,5400,12.3818,5.363
Easy,4400,1.4974,0.4924
Easy,4900,13.2379,11.4404
Easy,5200,7.9282,5.0836
Easy,4700,2.57,0.9891
Easy,4600,8.6406,7.2702
Easy,5000,7.3291,3.7603
Easy,5100,11.9067,2.4241
Easy,5200,26.1074,15.1881
Easy,4900,8.3016,7.2573
Easy,5200,3.8235,1.7166
Easy,4600,3.2602,1.8774
Easy,5200,19.9928,17.0246
Easy,5100,2.9885,1.58
Easy,5100,4.146,1.4952
Easy,5200,10.1207,7.642
Easy,5300,34.4506,31.5226
Easy,5200,9.5652,7.4739
Easy,5200,7.8947,3.9685
Easy,5300,13.9323,9.0038
Easy,4400,1.3769,0.8726
Easy,5100,5.8237,3.5477
Easy,5000,30.5949,27.3631
Easy,4500,1.1505,0.5181
Easy,5100,3.9699,1.0444
Easy,5200,26.1095,23.5324
Easy,4900,1.241,0.7175
Easy,4400,1.3439,0.5529
Easy,4500,2.6582,1.8489
Easy,4800,2.6062,1.4906
Easy,4400,1.535,0.7193
Easy,4800,2.4926,1.9596
Easy,5400,12.5698,6.1211
Easy,4700,3.7419,2.8126
Easy,4500,0.9145,0.4494
Easy,4400,1.0731,0.3568
Easy,5200,11.7819,10.5194
Easy,4700,1.2243,0.6971
Easy,5000,4.3596,1.4981
Easy,4600,3.0476,1.3875
Easy,5400,18.0011,6.8524
Easy,4700,2.5736,0.4674
Easy,5400,23.2098,7.9454
Easy,5300,17.1922,9.3321
Easy,5300,18.8566,14.5528
Easy,4600,2.0306,1.0612
Easy,5200,3.5307,2.3378
Easy,5400,41.3641,35.6984
Easy,5000,4.1621,3.2092
Easy,5200,13.4137,11.4371
Easy,5400,29.5544,23.9113
Easy,5200,4.6257,1.9732
Easy,4900,7.4621,4.0014
Easy,4700,2.2955,0.9052
Easy,5100,7.0143,5.2978
Easy,5300,24.8465,19.6502
Easy,5000,3.2083,1.4378
Easy,5000,9.3541,6.8784
Easy,4900,2.2523,1.3505
Easy,5000,4.2487,0.8817
Easy,4700,11.1224,10.1736
Easy,4400,1.3035,0.3958
Easy,5300,10.3139,5.6235
Easy,4500,1.498,0.6171
Easy,4900,4.7425,1.8664
Easy,4700,2.2573,1.3231
Easy,5200,8.0399,6.1116
Easy,4400,1.4164,0.8457
Easy,5400,61.5961,56.5837
Easy,4900,2.5115,1.1011
Easy,4500,3.1243,2.6082
Easy,5400,27.9205,5.5419
Easy,5400,9.8445,4.8685
Easy,4800,2.7663,1.7025
Easy,4500,1.2774,0.8481
Easy,5200,6.11,4.3191
Easy,4900,8.6373,5.7775
Easy,5300,22.6292,15.4988
Easy,5200,10.3782,6.0115
Easy,4600,1.1445,0.4883
Easy,4800,2.6826,1.6636
Easy,4600,1.9679,0.6348
Easy,4700,1.9782,0.9897
Easy,5100,11.1572,6.4563
Easy,5450,63.6634,60.5223
Easy,4600,10.2464,6.0622
Easy,5200,38.565,27.9525
Easy,5000,19.682,6.5942
Easy,5000,58.3635,8.7501
Easy,5200,336.1747,309.4127
Easy,4700,11.1757,3.9813
Easy,5100,19.2414,9.8906
Easy,5100,33.8776,22.2307
Easy,4600,8.1073,3.7843
Easy,4900,52.5692,39.7805
Easy,5000,16.1944,10.4766
Easy,4800,6.6047,2.4299
Easy,4800,10.4106,3.4646
Easy,4400,9.2965,4.4567
Easy,5300,30.7851,12.5814
Easy,4500,9.5314,5.4365
Easy,5100,20.5299,4.4253
Easy,4700,21.1944,7.2666
Easy,4700,31.6001,23.2528
Easy,4600,29.6619,10.9067
Easy,5400,87.564,71.8944
Easy,4500,7.6535,3.1273
Easy,5100,25.2645,17.6471
Easy,5100,25.9754,18.6877
Easy,4600,13.3431,9.1188
Easy,5200,25.5179,17.1518
Easy,4900,19.1459,10.174
Easy,4900,16.6605,8.011
Easy,5400,44.3049,19.6437
Easy,5200,22.9536,10.8064
Easy,5100,18.9747,13.0999
Easy,5300,107.4842,72.8336
Easy,5100,6.207,4.9997
Easy,4800,5.8079,3.0494
Easy,5000,9.3647,5.9137
Easy,4700,3.5235,2.1135
Easy,5400,8.7556,4.2053
Easy,4800,1.6798,0.824
Easy,4700,1.4389,0.9878
Easy,5300,6.733,2.8445
Easy,4700,1.7719,0.4797
Easy,5250,4.2828,2.713
Easy,4700,4.5277,0.6633
Easy,4400,1.7039,0.6859
Easy,5000,2.4606,1.5135
Easy,4800,2.0222,1.293
Easy,4700,1.5536,0.9239
Easy,4400,0.9023,0.3672
Easy,4500,1.4985,0.6422
Easy,4400,1.2822,0.4502
Easy,5300,5.245,0.8227
Easy,4600,1.9609,0.7295
Easy,5300,5.8218,2.5272
Easy,5400,128.5921,117.9655
Easy,5300,4.3572,1.1662
Easy,4600,3.9739,3.2799
Easy,5000,5.0078,2.1631
Easy,5100,12.9755,10.7086
Easy,4800,2.1321,1.6374
Easy,4600,2.6971,1.032
Easy,4700,2.8652,1.1112
Easy,5000,3.2064,2.2402
Easy,5400,35.5752,27.628
Easy,5100,18.2299,8.5156
Easy,4600,3.746,2.2464
Easy,5000,3.3455,1.724
Easy,4600,1.4786,0.4263
Easy,5000,8.2199,5.9281
Easy,4800,1.752,0.7951
Easy,5300,21.0761,17.2786
Easy,4700,2.6438,1.7597
Easy,5000,14.0793,12.1724
Easy,5300,4.3934,1.8747
Easy,5300,41.1467,33.7267
Medium,5650,17.21,12.4776
Medium,5850,141.9426,133.2693
Medium,6850,10.5327,6.2634
Medium,5450,15.5155,12.0031
Medium,5700,65.8053,50.6352
Medium,5500,40.03,27.2468
Medium,5750,17.6279,3.2978
Medium,5400,20.8855,4.9831
Medium,6750,38.0864,32.6241
Medium,5600,27.1963,22.08
Medium,5600,98.3046,88.7914
Medium,6150,85.7682,76.5527
Medium,5500,11.2409,4.264
Medium,6050,6.7993,3.7001
Medium,5400,19.2928,8.3767
Medium,5850,7.6005,5.1015
Medium,5400,27.525,19.8699
Medium,5600,19.0801,9.4854
Medium,6750,63.3236,57.8844
Medium,6200,16.848,12.7238
Medium,6150,16.5875,7.4803
Medium,5800,11.9925,4.6001
Medium,6150,46.4661,37.1748
Medium,6550,115.5354,97.291
Medium,6250,131.5486,119.0766
Medium,6750,125.7301,110.4865
Medium,5400,801.6887,799.4843
Medium,6150,218.5232,205.9692
Medium,6650,9.7957,8.0313
Medium,5700,77.4958,60.6411
Medium,5600,20.406,6.1304
Medium,5900,97.3107,83.9006
Medium,5800,120.2379,112.728
Medium,5800,583.0024,573.3427
Medium,5400,14.016,6.913
Medium,5700,17.8169,6.8292
Medium,5700,38.2895,29.0813
Medium,6150,16.2226,10.2796
Medium,5600,16.2317,10.156
Medium,6850,32.9341,25.3726
Medium,5400,13.483,10.3491
Medium,5700,127.8474,118.5956
Medium,6750,57.1724,44.6418
Medium,5500,12.3346,7.1087
Medium,5400,6.6245,4.4303
Medium,5400,41.2166,32.4072
Medium,6650,40.0331,31.9827
Medium,5400,22.3801,18.0647
Medium,5400,62.5734,52.5808
Medium,6150,5.6324,3.3507
Medium,6250,65.4474,53.8884
Medium,5500,10.8917,4.262
Medium,5700,45.8922,39.7103
Medium,5500,15.0766,8.8149
Medium,5500,79.311,69.5712
Medium,5600,19.9865,7.4227
Medium,5600,17.5606,8.5445
Medium,5850,15.5858,5.3024
Medium,5600,23.4745,8.1323
Medium,5400,8.3361,3.8972
Medium,6450,23.4891,17.5926
Medium,5950,38.5517,23.2469
Medium,6650,7.2852,2.3731
Medium,6750,28.8731,17.0602
Medium,5400,6.7798,1.9431
Medium,5400,5.5935,3.8521
Medium,5850,8.69,4.4635
Medium,6850,120.955,104.7303
Medium,5500,24.9046,22.4126
Medium,6450,53.2866,37.6988
Medium,6650,22.582,10.9234
Medium,5500,7.9401,2.8863
Medium,6300,87.2473,80.6109
Medium,6550,267.6565,236.8669
Medium,6750,9.4806,3.0437
Medium,5700,20.1504,7.0397
Medium,6750,14.2093,10.095
Medium,5500,50.232,42.6613
Medium,5500,12.7241,8.7534
Medium,6450,69.1197,35.3291
Medium,6700,9.5619,5.1401
Medium,5400,28.6799,27.1285
Medium,5950,44.627,37.2354
Medium,6750,24.8651,12.2165
Medium,6850,31.6726,19.4548
Medium,5400,22.02,6.3232
Medium,5700,27.6479,14.2051
Medium,6250,25.8862,16.1952
Medium,6200,22.5863,12.7748
Medium,6400,12.9906,6.5654
Medium,5500,92.0549,75.0232
Medium,5500,16.9593,3.5217
Medium,5500,64.8116,58.2812
Medium,5500,129.3085,125.3964
Medium,6150,36.3183,31.7326
Medium,6050,67.7425,55.8685
Medium,6150,18.7849,11.0683
Medium,6750,50.0221,34.7831
Medium,5400,8.2119,2.7993
Medium,5650,9.7503,3.0757
Medium,5500,41.3711,34.6485
Medium,6800,14.3563,8.4286
Medium,5750,19.459,10.907
Medium,5500,8.9792,5.8179
Medium,6250,7.2732,3.6644
Medium,5500,19.1813,7.4231
Medium,5400,11.1407,2.3162
Medium,5750,14.3367,7.9569
Medium,5600,34.1167,24.9126
Medium,5600,21.9834,14.2083
Medium,5500,35.6925,22.3199
Medium,5700,120.9353,117.0224
Medium,5700,11.7778,3.7158
Medium,6450,78.6792,62.2158
Medium,5500,14.1876,9.7302
Medium,6350,68.7509,52.2391
Medium,6150,2220.6556,2204.9725
Medium,6350,53.3763,38.5494
Medium,5400,5.4444,2.8701
Medium,5400,195.726,190.9263
Medium,5800,7606.1421,7594.6609
Medium,6050,83.8466,74.7163
Medium,5600,142.5232,118.2045
Medium,5400,121.9577,118.7819
Medium,5600,5.1051,3.1176
Medium,6050,64.905,30.5555
Medium,5500,12.4018,6.2635
Medium,5600,32.2371,13.6931
Medium,6150,47.401,32.4616
Medium,6850,8.3268,3.1683
Medium,5850,9.823,4.7624
Medium,5850,16.8345,7.6176
Medium,5600,219.308,182.3162
Medium,5600,79.5765,64.9009
Medium,5700,555.7201,537.7162
Medium,5400,107.1359,98.431
Medium,5900,529.4173,515.3201
Medium,6650,79.1607,73.4165
Medium,6450,65.8992,50.5495
Medium,6050,25.6255,18.9308
Medium,6700,9.2226,1.8029
Medium,5850,19.5665,9.07
Medium,5600,24.6352,10.6885
Medium,6650,109.848,84.7646
Medium,6250,63.513,53.3951
Medium,6150,100.5047,81.1497
Medium,6850,21.9257,8.0492
Medium,5750,9.6665,5.1012
Medium,5700,23.7149,18.2868
Medium,5700,41.8794,27.9847
Medium,6050,50.1781,45.3301
Medium,6250,118.9678,113.071
Medium,6800,7.9511,2.9965
Medium,6450,37.2879,28.2764
Medium,6850,65.9944,34.53
Medium,5700,158.5245,144.5697
Medium,6150,72.6347,63.2087
Medium,5700,26.4251,14.3462
Medium,5850,48.7144,43.919
Medium,5400,29.7263,25.4851
Medium,6850,56.3978,50.5519
Medium,5600,215.1275,202.1263
Medium,5700,20.1065,9.5324
Medium,5400,30.388,22.7655
Medium,5500,49.7389,41.7828
Medium,6050,82.9595,47.3802
Medium,5600,53.0549,42.8496
Medium,5500,13.1279,8.8408
Medium,5600,27.0044,17.8576
Medium,6550,10.2896,6.7638
Medium,6050,202.6871,191.9275
Medium,6350,90.4877,77.3269
Medium,5400,26.0887,11.4673
Medium,5700,105.743,85.1801
Medium,5600,827.8312,804.2924
Medium,6850,208.7452,178.6862
Medium,5500,51.4923,47.387
Medium,5850,117.3879,104.622
Medium,5600,109.899,30.6317
Medium,5600,155.858,139.6955
Medium,5850,81.8896,64.9607
Medium,5500,31.7267,22.1738
Medium,5700,43.274,37.0255
Medium,6350,160.9693,152.6024
Medium,5600,449.2721,441.0692
Medium,5400,101.399,86.487
Medium,6150,21.3733,16.4868
Medium,5600,23.8554,11.2355
Medium,5350,4.1983,1.6302
Medium,5600,320.3628,312.337
Medium,5750,15.7158,9.7793
Medium,6150,495.3151,482.4564
Medium,5550,2.5514,0.9656
Medium,5500,5.6456,3.2125
Medium,5950,33.1594,23.3636
Medium,5700,27.3366,10.5679
Medium,5500,19.5257,10.1847
Medium,5600,16.9009,11.3359
Medium,5900,20.301,7.0508
Medium,6050,56.0122,48.9853
Medium,5400,35.462,28.8466
Medium,6750,90.8797,54.3124
Medium,5500,15.8612,7.9115
Medium,5700,25.154,15.4076
Medium,5400,29.8566,15.4667
Medium,5400,16.0927,10.7338
Medium,5400,15.6804,11.6442
Medium,5800,31.775,16.8676
Medium,5500,32.2956,28.1219
Medium,5400,24.8966,21.0489
Medium,6750,15.0814,12.6226
Medium,5950,66.1623,56.7474
Medium,5600,19.448,11.118
Medium,5500,300.1477,295.1539
Medium,5600,9.5856,3.9055
Medium,5700,63.7043,47.1823
Medium,5600,9.2847,2.1226
Medium,5600,41.8429,19.477
Medium,6050,22.282,19.8237
Medium,5600,34.7349,23.378
Medium,6500,35.448,29.5394
Medium,5600,27.1825,19.9551
Medium,5500,18.55,13.0872
Medium,6450,64.777,52.4537
Medium,5600,204.0115,197.8446
Medium,5800,562.3958,542.246
Medium,6850,80.2531,72.7179
Medium,5400,6.845,2.0826
Medium,5500,66.6705,62.0313
Medium,6050,254.2723,237.5875
Medium,6050,26.9106,15.9287
Medium,5400,6.9214,3.7479
Medium,5500,160.6435,149.0745
Medium,5400,10.2673,7.9165
Medium,6150,7.2899,5.9253
Medium,6550,43.0505,19.4514
Medium,6450,10.1531,6.3121
Medium,5600,15.7097,7.6478
Medium,5450,9.0452,3.1196
Medium,5500,19.5625,11.2219
Medium,5400,16.605,10.9495
Medium,5700,87.2904,69.2874
Medium,6150,23.8054,3.8042
Medium,5500,214.3453,210.2602
Medium,6650,64.8277,58.2564
Medium,6200,13.2917,5.8853
Medium,5600,59.9559,51.1256
Medium,5500,19.2353,10.6446
Medium,5600,151.4548,129.2039
Medium,6050,24.4989,13.4185
Medium,5500,119.497,109.1359
Medium,5800,92.1504,82.3936
Medium,6050,16.568,6.1
Medium,5700,431.2909,420.8154
Medium,6650,19.9784,3.8966
Medium,6050,35.6407,29.6052
Medium,5500,13.4786,10.1762
Medium,6850,25.8226,15.0371
Medium,5800,37.5695,24.0679
Medium,5950,23.428,14.6029
Medium,5600,213.3058,208.1734
Medium,5950,40.6429,22.0368
Medium,5400,26.9626,21.0463
Medium,6300,31.7317,20.7336
Medium,5500,745.1013,737.985
Medium,5950,117.8593,107.8515
Medium,6650,32.5828,22.797
Medium,5700,686.0567,676.734
Medium,6350,35.0154,29.5535
Medium,5400,11.2214,8.8041
Medium,5550,9.9293,3.4321
Medium,5500,18.9762,10.9166
Medium,5400,10.0349,6.6314
Medium,6350,238.4871,230.0203
Medium,6750,35.1537,26.3517
Medium,5850,227.4745,217.3766
Medium,5700,76.492,68.7577
Medium,5600,272.0431,258.1848
Medium,5600,200.3509,185.6469
Medium,5950,11.5898,7.0179
Medium,6650,54.5739,47.906
Medium,5950,29.2365,24.0409
Medium,6700,13.5991,2.4829
Medium,5500,53.0487,36.6591
Medium,6750,55.1545,44.1587
Medium,6050,26.8279,21.7556
Medium,5850,5.7799,2.2647
Medium,5600,15.8301,10.5242
Medium,5400,6.7459,6.0175
Medium,5950,13.9882,10.1327
Medium,5750,81.6412,76.1066
Medium,5850,7.8793,3.5424
Medium,5400,36.0357,25.3631
Medium,5500,13.3861,6.3502
Medium,5400,14.7138,1.2309
Medium,6450,155.3792,144.9521
Medium,5950,57.6089,50.4868
Medium,6450,57.9414,53.8162
Medium,5500,9.8431,4.6168
Medium,5650,11.3061,4.7092
Medium,5500,69.9152,57.5164
Medium,6850,86.8724,76.5599
Medium,5600,180.4036,172.8705
Medium,5550,5.2685,1.8269
Medium,5450,8.6307,5.9629
Medium,6350,338.2971,326.0074
Medium,6050,34.9487,20.4272
Medium,5700,65.9118,55.0273
Medium,6050,16.8028,9.3652
Medium,6350,40.4663,34.0759
Medium,6050,19.5218,14.2128
Medium,6150,87.7573,70.492
Medium,5600,225.6025,215.0682
Medium,6050,64.7768,39.0264
Medium,5500,20.9139,16.112
Medium,5600,65.1584,56.8699
Medium,5500,36.1539,21.2944
Medium,5600,22.4347,12.2607
Medium,5400,9.2276,3.9371
Medium,6850,24.1238,11.0802
Medium,6750,23.142,12.1445
Medium,5500,117.7418,98.1037
Medium,5400,47.9899,42.7118
Medium,5400,13.3403,8.9403
Medium,5400,17.862,14.9683
Medium,5700,73.5351,57.8122
Medium,5600,35.9255,16.1486
Medium,6250,8.7491,3.684
Medium,5600,72.1219,60.1965
Medium,5500,11.298,7.4224
Medium,5700,243.2566,234.4427
Medium,5950,187.3252,171.9899
Medium,5700,80.2602,67.4443
Medium,6550,36.3902,22.4825
Medium,6150,34.537,16.5082
Medium,5500,42.8186,37.0349
Medium,6650,52.815,49.4081
Medium,5750,162.4448,154.6861
Medium,5450,5.5998,4.2585
Medium,6050,56.5081,49.763
Medium,5550,20.8928,18.5403
Medium,5400,11.8105,8.8092
Medium,6050,14.5944,6.6559
Medium,6050,30.6588,10.9209
Medium,6850,40.8099,28.1288
Medium,5500,65.7864,60.2509
Medium,5600,67.2439,54.6809
Medium,6800,42.8763,33.2016
Medium,5400,23.8124,16.4473
Medium,6050,309.7198,298.2823
Medium,5500,10.4561,5.1515
Medium,5750,19.4541,11.7185
Medium,6450,60.3759,50.4598
Medium,5750,5.6422,2.143
Medium,5600,32.0063,16.8414
Medium,6250,15.7819,9.8398
Medium,6650,39.6464,31.4031
Medium,5400,128.0323,124.9186
Medium,5500,67.2414,51.8586
Medium,5400,11.1656,7.321
Medium,6150,16.025,10.8782
Medium,5600,13.3177,7.1967
Medium,6250,10.5084,5.5247
Medium,5500,14.7744,3.8261
Medium,6700,231.6729,225.3809
Medium,6050,7.9009,5.3451
Medium,6650,27.3194,15.5978
Medium,5400,9.1679,2.1459
Medium,6350,247.4021,239.0921
Medium,5650,9.0306,6.4407
Medium,5500,37.6498,14.1814
Medium,5600,329.1446,309.2523
Medium,5400,35.8515,21.8179
Medium,6650,22.7268,4.1546
Medium,5600,39.1472,28.9254
Medium,5500,24.7104,15.1764
Medium,5400,19.343,11.992
Medium,5400,72.1028,54.9935
Medium,5750,567.5636,469.4699
Medium,5650,63.2586,32.7134
Medium,6150,36.3769,6.4215
Medium,5600,16.2122,7.352
Medium,5900,296.2979,287.5775
Medium,5600,311.0253,290.2524
Medium,5400,15.239,8.6659
Medium,5600,10.5634,2.4447
Medium,5700,56.9188,45.1389
Medium,5400,22.1629,15.1056
Medium,5750,76.2615,68.4948
Medium,5400,13.6711,11.9849
Medium,5700,37.366,29.8102
Medium,5400,24.5372,21.8638
Medium,5900,280.8574,269.4507
Medium,5400,36.6673,30.1084
Medium,5850,25.9414,22.1535
Medium,5500,9.283,4.9524
Medium,6850,10.597,4.0225
Medium,6050,29.5651,16.7311
Medium,5600,39.4646,22.6265
Medium,5600,118.9408,112.4406
Medium,6150,33.5617,14.9877
Medium,5700,39.8487,26.7344
Medium,5600,71.9326,65.6834
Medium,5800,36.3734,10.4631
Medium,5400,45.4221,42.3796
Medium,5700,36.2009,29.9099
Medium,5700,209.4661,192.7755
Medium,5500,32.853,12.2028
Medium,6850,28.8872,3.8884
Medium,5400,7.0176,4.6445
Medium,5600,176.1995,170.2869
Medium,6850,38.3755,24.7032
Medium,5400,18.2344,11.2975
Medium,5700,18.6096,15.4911
Medium,6850,67.7196,58.6267
Medium,6350,18.5026,6.224
Medium,5500,15.2609,9.0558
Medium,5600,40.1939,34.3251
Medium,5600,20.438,6.2913
Medium,5400,7.868,5.6631
Medium,5500,45.9661,33.351
Medium,5400,12.0445,3.2952
Medium,6550,93.6587,75.4753
Medium,6850,23.6887,18.63
Medium,6650,19.8361,14.3054
Medium,5400,20.1437,11.4313
Medium,5450,23.6306,18.367
Medium,5950,9.638,3.9693
Medium,5700,31.4062,15.8528
Medium,5650,27.617,20.2273
Medium,6150,25.4112,9.7451
Medium,5600,18.4461,7.6681
Medium,6450,113.0774,101.7453
Medium,5400,35.1212,28.737
Medium,6250,66.215,47.9429
Medium,5400,22.3306,16.2656
Medium,5950,51.3831,41.5631
Medium,5500,10.5262,1.8359
Medium,6850,169.3299,161.3063
Medium,5500,24.3867,17.3365
Medium,5600,235.0673,222.3312
Medium,5600,15.2322,8.1309
Medium,6150,185.3,168.8783
Medium,5400,9.3994,7.0595
Medium,5750,8.2587,4.3339
Medium,5600,101.9067,87.0694
Medium,6650,49.7612,38.9186
Medium,6150,13.3186,4.3269
Medium,5700,56.8388,43.361
Medium,5700,113.0998,98.8142
Medium,5400,33.8993,26.4563
Medium,5600,143.4811,132.2184
Medium,5400,27.4874,23.7613
Medium,6250,52.1014,36.5347
Medium,5400,27.0116,22.4148
Medium,5400,18.6359,15.1691
Medium,5500,37.465,24.7922
Medium,5400,35.179,17.7996
Medium,5800,82.8076,67.1616
Medium,6300,336.0196,325.0173
Medium,5600,23.9981,13.6786
Medium,6800,46.5586,42.4302
Medium,5700,13.102,5.2382
Medium,5800,4769.9066,4748.457
Medium,5500,19.5857,9.2545
Medium,5400,14.391,6.7244
Medium,5500,39.751,35.1313
Medium,6450,26.648,17.5885
Medium,5400,26.7008,9.7703
Medium,5500,34.3331,27.8366
Medium,5600,37.7503,26.8305
Medium,6050,46.7227,23.0018
Medium,6600,3.5209,2.5799
Medium,6350,99.0816,90.5144
Medium,6350,25.214,12.8529
Medium,5500,25.7787,16.2928
Medium,5600,4.5932,2.2717
Medium,5400,48.1701,42.7737
Medium,5600,197.75,186.076
Medium,5400,79.5345,73.7602
Medium,5400,5.4713,1.7816
Medium,6850,41.7501,36.9416
Medium,5750,37.5182,31.29
Medium,5950,42.358,25.5931
Medium,5400,22.5841,10.5579
Medium,6800,20.3574,14.9473
Medium,5400,22.6285,11.9742
Medium,6850,5.2356,2.6369
Medium,5700,66.4002,58.1755
Medium,5400,7.9202,5.2638
Medium,5500,25.9285,12.6659
Medium,5500,66.9161,52.8861
Medium,6850,186.0014,178.7653
Medium,5600,52.5501,41.124
Medium,6050,39.5597,31.8977
Medium,5400,23.4883,13.9736
Medium,6050,32.7495,14.2544
Medium,6350,68.9809,64.9912
Medium,6300,2.841,1.0005
Medium,5400,63.1204,55.7518
